region_id_2012,rgn_id_2013,rgn_nam_2013,rgn_key_2013,eez_iso3,rgn_typ
142,191,Iran (Islamic Rep. of),IR,IRN,ohi_region
142,191,Iran (Islamic Republic of),IR,IRN,ohi_region
142,191,Iran Islamic Republic of,IR,IRN,ohi_region
142,191,"Iran, Islamic Rep.",IR,IRN,ohi_region
142,191,"Iran, Islamic Republic of",IR,IRN,ohi_region
144,193,Guinea-Bissau,GW,GNB,ohi_region
144,193,Guinea-bissau,GW,GNB,ohi_region
146,195,Cote d'Ivoire,CI,CIV,ohi_region
146,195,Cote d'ivorie,CI,CIV,ohi_region
150,199,"Congo, Dem. Rep.",CD,COD,ohi_region
150,199,"Congo, Dem. Rep. of the",CD,COD,ohi_region
150,199,"Congo, Democratic Republic",CD,COD,ohi_region
150,199,"Congo, Democratic Republic of the",CD,COD,ohi_region
150,199,"Congo, The Democratic Republic of the",CD,COD,ohi_region
150,199,Dem. Rep. Congo,CD,COD,ohi_region
150,199,"Congo, DR",CD,COD,ohi_region
150,199,Dem. Rep. of the Congo,CD,COD,ohi_region
150,199,Democratic Republic of Congo,CD,COD,ohi_region
150,199,Zaire,CD,COD,ohi_region
152,202,Tanzania United Republic of,TZ,TZA,ohi_region
152,202,Zanzibar,TZ,TZA,ohi_region
152,202,"Tanzania, United Rep. of",TZ,TZA,ohi_region
152,202,"Tanzania, United Republic of",TZ,TZA,ohi_region
152,202,United Rep. of Tanzania,TZ,TZA,ohi_region
152,202,United Republic of Tanzania,TZ,TZA,ohi_region
155,205,Burma,MM,MMR,ohi_region
157,207,Viet Nam,VN,VNM,ohi_region
159,209,"China, Hong Kong SAR",CN,CHN,ohi_region
159,209,"China, Macao SAR",CN,CHN,ohi_region
159,209,Hong Kong,CN,CHN,ohi_region
159,209,Hong Kong (China),CN,CHN,ohi_region
159,209,Hong Kong China (SAR),CN,CHN,ohi_region
159,209,Hong Kong SAR,CN,CHN,ohi_region
159,209,Hong Kong SAR China,CN,CHN,ohi_region
159,209,"Hong Kong SAR, China",CN,CHN,ohi_region
159,209,"China, mainland",CN,CHN,ohi_region
159,209,"Hong Kong, China (SAR)",CN,CHN,ohi_region
159,209,Macao,CN,CHN,ohi_region
159,209,Macao SAR China,CN,CHN,ohi_region
159,209,"Macao SAR, China",CN,CHN,ohi_region
159,209,Macau,CN,CHN,ohi_region
159,209,Macau (China),CN,CHN,ohi_region
159,209,"Macau, China",CN,CHN,ohi_region
159,209,Province of China,CN,CHN,ohi_region
163,214,"Egypt, Arab Rep.",EG,EGY,ohi_region
167,219,St Pierre and Miquelon,PM,SPM,ohi_region
167,219,St. Pierre and Miquelon,PM,SPM,ohi_region
169,144,Svalbard and Jan Mayen,SJ,SJM,ohi_region
170,224,Chile,CL,CHL,ohi_region
170,224,Easter Island,CL,CHL,ohi_region
171,231,Timor-leste,TL,TLS,ohi_region
171,231,Timor-Leste,TL,TLS,ohi_region
172,232,Bosnia Herzegovina,BA,BIH,ohi_region
94,245,Netherlands - Bonaire,BO,BQ,ohi_region
187,247,Brunei Darussalam,BN,BRN,ohi_region
,,Afghanistan,,,landlocked
,,Andorra,,,landlocked
,,Armenia,,,landlocked
,,Austria,,,landlocked
,255,Azerbaijan,,,landlocked
,,Belarus,,,landlocked
,,Bhutan,,,landlocked
,,Bolivia,,,landlocked
,,Bolivia (Plurinat.State),,,landlocked
,,Bolivia (Plurinational State of),,,landlocked
,,Bolivia Plurinational State of,,,landlocked
,,"Bolivia, Plurinational State of",,,landlocked
,,Botswana,,,landlocked
,,Burkina Faso,,,landlocked
,,Burundi,,,landlocked
,,Central African Republic,,,landlocked
,,Chad,,,landlocked
,,Czech Republic,,,landlocked
,,Czechoslovakia,,,landlocked
,255,"Disputed Territory (Paracel Is., Spratly Is.)",,,disputed
,,Ethiopia,,,landlocked
,,Ethiopia PDR,,,landlocked
,255,Gaza Strip,,,disputed
,,Holy See,,,landlocked
,,Holy See (Vatican City),,,landlocked
,,Holy See (Vatican),,,landlocked
,,Hungary,,,landlocked
,255,Kazachstan,,,landlocked
,255,Kazakhstan,,,landlocked
,,Kosovo,,,landlocked
,,Kyrgyz Republic,,,landlocked
,,Kyrgyzstan,,,landlocked
,,Lao PDR,,,landlocked
,,Lao People?s Democratic Republic,,,landlocked
,,Lao People's Dem. Rep.,,,landlocked
,,Lao People's Democratic Republic,,,landlocked
,,Laos,,,landlocked
,,Lesotho,,,landlocked
,,Liechtenstein,,,landlocked
,,Luxembourg,,,landlocked
,,Macedonia,,,landlocked
,,"Macedonia, Fmr Yug Rp of",,,landlocked
,,"Macedonia, FYR",,,landlocked
,,Malawi,,,landlocked
,,Mali,,,landlocked
,,Moldova,,,landlocked
,,Moldova Republic of,,,landlocked
,,"Moldova, Republic of",,,landlocked
,,Mongolia,,,landlocked
,,Nepal,,,landlocked
,,Niger,,,landlocked
,255,Occupied Palestinian Territory,,,disputed
,255,Occupied Palestinian territory,,,disputed
,255,Palestine State of,,,disputed
,255,"Palestine, Occupied Tr.",,,disputed
,255,Paracel Islands,,,disputed
,,Paraguay,,,landlocked
,,Republic of Moldova,,,landlocked
,,Rwanda,,,landlocked
,,San Marino,,,landlocked
,,Serbia,,,landlocked
,,Slovak Republic,,,landlocked
,,Slovakia,,,landlocked
,,South Sudan,,,landlocked
,255,Spratly Islands,,,disputed
,,Swaziland,,,landlocked
,,Switzerland,,,landlocked
,255,Tajikistan,,,landlocked
,,TFYR Macedonia,,,landlocked
,,TFYR of Macedonia,,,landlocked
,,The former Yugoslav Republic of Macedonia,,,landlocked
,,The Former Yugoslav Republic of Macedonia,,,landlocked
,,Total,,,largescale
,255,Turkmenistan,,,landlocked
,,Uganda,,,landlocked
,255,Uzbekistan,,,landlocked
,,Vatican,,,landlocked
,255,West Bank,,,disputed
,255,West Bank and Gaza,,,disputed
,,World,,,largescale
,,Zambia,,,landlocked
,,Zimbabwe,,,landlocked
73,100,"Congo, Republique du",CG,COG,ohi_region
