"region_id","goal","score","dimension"
261,"ICO",59.9881473316761,"status"
262,"ICO",58.2765907365192,"status"
263,"ICO",73.7734593749838,"status"
264,"ICO",70.1867728291654,"status"
266,"ICO",72.682490529875,"status"
267,"ICO",71.8198239419069,"status"
269,"ICO",72.3530872184524,"status"
270,"ICO",72.7662275578405,"status"
272,"ICO",67.5458218649148,"status"
273,"ICO",65.9389521682771,"status"
274,"ICO",77.4695195324452,"status"
275,"ICO",71.4267200938067,"status"
276,"ICO",70.3865429943944,"status"
277,"ICO",69.9619662894639,"status"
260,"ICO",-0.493744577087153,"trend"
261,"ICO",-0.126572150266994,"trend"
262,"ICO",-0.138181569231425,"trend"
263,"ICO",-0.0192659693064584,"trend"
264,"ICO",-0.122301783685869,"trend"
266,"ICO",-0.00840076536362945,"trend"
267,"ICO",-0.0286702695447113,"trend"
269,"ICO",-0.0350986439782798,"trend"
270,"ICO",-0.0120201878181319,"trend"
272,"ICO",-0.0519168673476267,"trend"
273,"ICO",0.0435708158980887,"trend"
274,"ICO",0.0850904603934685,"trend"
275,"ICO",-0.0811056401087099,"trend"
276,"ICO",-0.0152231950957829,"trend"
277,"ICO",-0.0770176560157432,"trend"
260,"SPP",75.0557753538302,"status"
261,"SPP",77.4179027030843,"status"
262,"SPP",79.1444769336011,"status"
263,"SPP",80.6392111784323,"status"
264,"SPP",81.4091142884375,"status"
266,"SPP",79.4509091277245,"status"
267,"SPP",79.7140078741323,"status"
269,"SPP",82.0213657618472,"status"
270,"SPP",79.9336357624281,"status"
272,"SPP",79.0985500618707,"status"
273,"SPP",80.2281823832401,"status"
274,"SPP",82.487601330128,"status"
275,"SPP",78.7666859886602,"status"
276,"SPP",78.0501977308886,"status"
277,"SPP",77.7579044442798,"status"
260,"SPP",-0.462358706908101,"trend"
261,"SPP",-0.208410652729206,"trend"
262,"SPP",-0.19407297890034,"trend"
263,"SPP",-0.217246109075809,"trend"
264,"SPP",-0.246176123853133,"trend"
266,"SPP",-0.238482234874097,"trend"
267,"SPP",-0.24574897493999,"trend"
269,"SPP",-0.231824100603029,"trend"
270,"SPP",-0.223862301642911,"trend"
272,"SPP",-0.120180454520438,"trend"
273,"SPP",-0.0516395993668098,"trend"
274,"SPP",-0.184304777839454,"trend"
275,"SPP",-0.191045637789243,"trend"
276,"SPP",-0.200262955977469,"trend"
277,"SPP",-0.220514174413245,"trend"
260,"FIS",,"future"
261,"FIS",44.89987,"future"
262,"FIS",33.803009,"future"
263,"FIS",6.183545,"future"
264,"FIS",56.816256,"future"
266,"FIS",37.965543,"future"
267,"FIS",25.723588,"future"
268,"FIS",,"future"
269,"FIS",32.503283,"future"
270,"FIS",7.057518,"future"
271,"FIS",,"future"
272,"FIS",4.585684,"future"
273,"FIS",51.966135,"future"
274,"FIS",75.025509,"future"
275,"FIS",25.834014,"future"
276,"FIS",25.259652,"future"
277,"FIS",39.805092,"future"
278,"FIS",,"future"
260,"FIS",,"score"
261,"FIS",40.949935,"score"
262,"FIS",31.4015045,"score"
263,"FIS",5.5917725,"score"
264,"FIS",52.408128,"score"
266,"FIS",35.4827715,"score"
267,"FIS",23.861794,"score"
268,"FIS",,"score"
269,"FIS",31.7516415,"score"
270,"FIS",6.528759,"score"
271,"FIS",,"score"
272,"FIS",4.292842,"score"
273,"FIS",48.4830675,"score"
274,"FIS",66.0127545,"score"
275,"FIS",24.417007,"score"
276,"FIS",23.629826,"score"
277,"FIS",36.902546,"score"
278,"FIS",,"score"
260,"ICO",34.7975543686006,"future"
261,"ICO",65.6304320685564,"future"
262,"ICO",62.7238142448949,"future"
263,"ICO",87.3431134590062,"future"
264,"ICO",77.7951456860917,"future"
266,"ICO",85.1678514819786,"future"
267,"ICO",81.7951607801785,"future"
269,"ICO",80.2714748189196,"future"
270,"ICO",83.0532236506616,"future"
272,"ICO",73.454777567885,"future"
273,"ICO",76.2414153846994,"future"
274,"ICO",91.541982362418,"future"
275,"ICO",76.3089664867667,"future"
276,"ICO",79.6982926408363,"future"
277,"ICO",78.8144057343804,"future"
260,"ICO",40.8988204740678,"score"
261,"ICO",62.8092897001162,"score"
262,"ICO",60.5002024907071,"score"
263,"ICO",80.558286416995,"score"
264,"ICO",73.9909592576285,"score"
266,"ICO",78.9251710059268,"score"
267,"ICO",76.8074923610427,"score"
269,"ICO",76.312281018686,"score"
270,"ICO",77.9097256042511,"score"
272,"ICO",70.5002997163999,"score"
273,"ICO",71.0901837764883,"score"
274,"ICO",84.5057509474316,"score"
275,"ICO",73.8678432902867,"score"
276,"ICO",75.0424178176154,"score"
277,"ICO",74.3881860119222,"score"
260,"SPP",57.1970541811749,"future"
261,"SPP",80.9374647640822,"future"
262,"SPP",82.8994948835661,"future"
263,"SPP",85.5868386021656,"future"
264,"SPP",83.9609641421935,"future"
266,"SPP",81.331027705534,"future"
267,"SPP",79.5339488201406,"future"
269,"SPP",80.4684431535983,"future"
270,"SPP",80.0415667855321,"future"
272,"SPP",82.4839755561607,"future"
273,"SPP",87.8201326348089,"future"
274,"SPP",80.5169559417694,"future"
275,"SPP",78.6060352424413,"future"
276,"SPP",79.0934806355139,"future"
277,"SPP",79.9644018641458,"future"
260,"SPP",66.1264147675025,"score"
261,"SPP",79.1776837335833,"score"
262,"SPP",81.0219859085836,"score"
263,"SPP",83.1130248902989,"score"
264,"SPP",82.6850392153155,"score"
266,"SPP",80.3909684166292,"score"
267,"SPP",79.6239783471365,"score"
269,"SPP",81.2449044577228,"score"
270,"SPP",79.9876012739801,"score"
272,"SPP",80.7912628090157,"score"
273,"SPP",84.0241575090245,"score"
274,"SPP",81.5022786359487,"score"
275,"SPP",78.6863606155507,"score"
276,"SPP",78.5718391832012,"score"
277,"SPP",78.8611531542128,"score"
261,"FP",37,"status"
262,"FP",29,"status"
263,"FP",5,"status"
264,"FP",48,"status"
266,"FP",33,"status"
267,"FP",22,"status"
268,"FP",19,"status"
269,"FP",31,"status"
270,"FP",6,"status"
271,"FP",27,"status"
272,"FP",4,"status"
273,"FP",45,"status"
274,"FP",57,"status"
275,"FP",23,"status"
276,"FP",22,"status"
277,"FP",34,"status"
278,"FP",85,"status"
260,"FP",0.39,"trend"
261,"FP",0,"trend"
262,"FP",-0.06,"trend"
263,"FP",0,"trend"
264,"FP",-0.06,"trend"
266,"FP",-0.09,"trend"
267,"FP",-0.03,"trend"
268,"FP",-0.09,"trend"
269,"FP",-0.17,"trend"
270,"FP",0,"trend"
271,"FP",0.02,"trend"
272,"FP",0,"trend"
273,"FP",0,"trend"
274,"FP",0.31,"trend"
275,"FP",-0.04,"trend"
276,"FP",-0.04,"trend"
277,"FP",-0.04,"trend"
278,"FP",0.18,"trend"
260,"FP",,"future"
261,"FP",44.89987,"future"
262,"FP",33.803009,"future"
263,"FP",6.183545,"future"
264,"FP",56.816256,"future"
266,"FP",37.965543,"future"
267,"FP",25.723588,"future"
268,"FP",,"future"
269,"FP",32.503283,"future"
270,"FP",7.057518,"future"
271,"FP",,"future"
272,"FP",4.585684,"future"
273,"FP",51.966135,"future"
274,"FP",75.025509,"future"
275,"FP",25.834014,"future"
276,"FP",25.259652,"future"
277,"FP",39.805092,"future"
278,"FP",,"future"
260,"FP",,"score"
261,"FP",40.949935,"score"
262,"FP",31.4015045,"score"
263,"FP",5.5917725,"score"
264,"FP",52.408128,"score"
266,"FP",35.4827715,"score"
267,"FP",23.861794,"score"
268,"FP",,"score"
269,"FP",31.7516415,"score"
270,"FP",6.528759,"score"
271,"FP",,"score"
272,"FP",4.292842,"score"
273,"FP",48.4830675,"score"
274,"FP",66.0127545,"score"
275,"FP",24.417007,"score"
276,"FP",23.629826,"score"
277,"FP",36.902546,"score"
278,"FP",,"score"
260,"SP",47.000086579535,"status"
261,"SP",59.9881473316761,"status"
262,"SP",58.2765907365192,"status"
263,"SP",73.7734593749838,"status"
264,"SP",70.1867728291654,"status"
266,"SP",72.682490529875,"status"
267,"SP",71.8198239419069,"status"
269,"SP",72.3530872184524,"status"
270,"SP",72.7662275578405,"status"
272,"SP",67.5458218649148,"status"
273,"SP",65.9389521682771,"status"
274,"SP",77.4695195324452,"status"
275,"SP",71.4267200938067,"status"
276,"SP",70.3865429943944,"status"
277,"SP",69.9619662894639,"status"
260,"SP",-0.493744577087153,"trend"
261,"SP",-0.126572150266994,"trend"
262,"SP",-0.138181569231425,"trend"
263,"SP",-0.0192659693064584,"trend"
264,"SP",-0.122301783685869,"trend"
266,"SP",-0.00840076536362945,"trend"
267,"SP",-0.0286702695447113,"trend"
269,"SP",-0.0350986439782798,"trend"
270,"SP",-0.0120201878181319,"trend"
272,"SP",-0.0519168673476267,"trend"
273,"SP",0.0435708158980887,"trend"
274,"SP",0.0850904603934685,"trend"
275,"SP",-0.0811056401087099,"trend"
276,"SP",-0.0152231950957829,"trend"
277,"SP",-0.0770176560157432,"trend"
260,"SP",34.7975543686006,"future"
261,"SP",65.6304320685564,"future"
262,"SP",62.7238142448949,"future"
263,"SP",87.3431134590062,"future"
264,"SP",77.7951456860917,"future"
266,"SP",85.1678514819786,"future"
267,"SP",81.7951607801785,"future"
269,"SP",80.2714748189196,"future"
270,"SP",83.0532236506616,"future"
272,"SP",73.454777567885,"future"
273,"SP",76.2414153846994,"future"
274,"SP",91.541982362418,"future"
275,"SP",76.3089664867667,"future"
276,"SP",79.6982926408363,"future"
277,"SP",78.8144057343804,"future"
260,"SP",40.8988204740678,"score"
261,"SP",62.8092897001162,"score"
262,"SP",60.5002024907071,"score"
263,"SP",80.558286416995,"score"
264,"SP",73.9909592576285,"score"
266,"SP",78.9251710059268,"score"
267,"SP",76.8074923610427,"score"
269,"SP",76.312281018686,"score"
270,"SP",77.9097256042511,"score"
272,"SP",70.5002997163999,"score"
273,"SP",71.0901837764883,"score"
274,"SP",84.5057509474316,"score"
275,"SP",73.8678432902867,"score"
276,"SP",75.0424178176154,"score"
277,"SP",74.3881860119222,"score"
260,"BD",75.0557753538302,"status"
261,"BD",77.4179027030843,"status"
262,"BD",79.1444769336011,"status"
263,"BD",80.6392111784323,"status"
264,"BD",81.4091142884375,"status"
266,"BD",79.4509091277245,"status"
267,"BD",79.7140078741323,"status"
269,"BD",82.0213657618472,"status"
270,"BD",79.9336357624281,"status"
272,"BD",79.0985500618707,"status"
273,"BD",80.2281823832401,"status"
274,"BD",82.487601330128,"status"
275,"BD",78.7666859886602,"status"
276,"BD",78.0501977308886,"status"
277,"BD",77.7579044442798,"status"
260,"BD",-0.462358706908101,"trend"
261,"BD",-0.208410652729206,"trend"
262,"BD",-0.19407297890034,"trend"
263,"BD",-0.217246109075809,"trend"
264,"BD",-0.246176123853133,"trend"
266,"BD",-0.238482234874097,"trend"
267,"BD",-0.24574897493999,"trend"
269,"BD",-0.231824100603029,"trend"
270,"BD",-0.223862301642911,"trend"
272,"BD",-0.120180454520438,"trend"
273,"BD",-0.0516395993668098,"trend"
274,"BD",-0.184304777839454,"trend"
275,"BD",-0.191045637789243,"trend"
276,"BD",-0.200262955977469,"trend"
277,"BD",-0.220514174413245,"trend"
260,"BD",57.1970541811749,"future"
261,"BD",80.9374647640822,"future"
262,"BD",82.8994948835661,"future"
263,"BD",85.5868386021656,"future"
264,"BD",83.9609641421935,"future"
266,"BD",81.331027705534,"future"
267,"BD",79.5339488201406,"future"
269,"BD",80.4684431535983,"future"
270,"BD",80.0415667855321,"future"
272,"BD",82.4839755561607,"future"
273,"BD",87.8201326348089,"future"
274,"BD",80.5169559417694,"future"
275,"BD",78.6060352424413,"future"
276,"BD",79.0934806355139,"future"
277,"BD",79.9644018641458,"future"
260,"BD",66.1264147675025,"score"
261,"BD",79.1776837335833,"score"
262,"BD",81.0219859085836,"score"
263,"BD",83.1130248902989,"score"
264,"BD",82.6850392153155,"score"
266,"BD",80.3909684166292,"score"
267,"BD",79.6239783471365,"score"
269,"BD",81.2449044577228,"score"
270,"BD",79.9876012739801,"score"
272,"BD",80.7912628090157,"score"
273,"BD",84.0241575090245,"score"
274,"BD",81.5022786359487,"score"
275,"BD",78.6863606155507,"score"
276,"BD",78.5718391832012,"score"
277,"BD",78.8611531542128,"score"
260,"Index",53.5126176207852,"score"
261,"Index",60.9789694778998,"score"
262,"Index",57.6412309664302,"score"
263,"Index",56.4210279357646,"score"
264,"Index",69.6947088243147,"score"
266,"Index",64.9329703075187,"score"
267,"Index",60.0977549027264,"score"
268,"Index",,"score"
269,"Index",63.1029423254696,"score"
270,"Index",54.8086952927437,"score"
271,"Index",,"score"
272,"Index",51.8614681751385,"score"
273,"Index",67.8658029285043,"score"
274,"Index",77.3402613611268,"score"
275,"Index",58.9904036352791,"score"
276,"Index",59.0813610002722,"score"
277,"Index",63.383961722045,"score"
278,"Index",,"score"
260,"Index",45.9973042748877,"future"
261,"Index",63.8225889442129,"future"
262,"Index",59.808772709487,"future"
263,"Index",59.7044990203906,"future"
264,"Index",72.8574552760951,"future"
266,"Index",68.1548073958375,"future"
267,"Index",62.3508992001064,"future"
268,"Index",,"future"
269,"Index",64.4144003241726,"future"
270,"Index",56.7174361453979,"future"
271,"Index",,"future"
272,"Index",53.5081457080152,"future"
273,"Index",72.0092276731694,"future"
274,"Index",82.3614824347291,"future"
275,"Index",60.249671909736,"future"
276,"Index",61.3504750921167,"future"
277,"Index",66.1946331995087,"future"
278,"Index",,"future"
0,"FIS",25.154536447781,"status"
0,"FIS",29.1499409187142,"future"
0,"FIS",27.1522386832476,"score"
0,"ICO",70.5095524087464,"status"
0,"ICO",78.9052488231387,"future"
0,"ICO",74.7074006159426,"score"
0,"SPP",79.4234870741064,"status"
0,"SPP",80.3081099021124,"future"
0,"SPP",79.8657984881094,"score"
0,"FP",25.154536447781,"status"
0,"FP",29.1499409187142,"future"
0,"FP",27.1522386832476,"score"
0,"SP",70.5095524087464,"status"
0,"SP",78.9052488231387,"future"
0,"SP",74.7074006159426,"score"
0,"BD",79.4234870741064,"status"
0,"BD",80.3081099021124,"future"
0,"BD",79.8657984881094,"score"
0,"Index",62.8625598795973,"future"
0,"Index",60.6921719895894,"score"
