targets,layer_old,layer,name,description,citation,units,filename_old,fld_value,fld_id_num,fld_id_chr,fld_category,fld_year,fld_val_num,fld_val_chr,file_exists,val_min,val_max,val_0to1,flds_unused,flds_missing,rows_duplicated,num_ids_unique
pressures,hd_intertidal,hd_intertidal,Coastal population density as a proxy for intertidal habitat destruction,Coastal population density within 10 km of the coast,5.25,pressure score,hd_intertidal_2013_NEW.csv,pressure_score,rgn_id,,,,pressure_score,,TRUE,0,0.530149,TRUE,,,,185
pressures,fp_art_hb,fp_art_hb,High bycatch caused by artisanal fishing ,The presence of destructive artisanal blast and poison (cyanide) fishing,5.02,pressure score,p_fp_art_hb_disaggregateNature2012.csv,pressures.score,rgn_id,,,,pressures.score,,TRUE,1.295083288E-005,0.2536656891,TRUE,,,,185
pressures,hd_subtidal_hb,hd_subtidal_hb,High bycatch artisanal fishing practices as a proxy for subtidal hard bottom habitat destruction,The presence of destructive artisanal blast and poison (cyanide) fishing,5.26,pressure score,p_hd_subtidal_hb_v2013a.csv,value,rgn_id,,,,value,,TRUE,0.000013,0.253665689,TRUE,,,,185
pressures,sp_alien,sp_alien,Alien species,The number and type of invasive and harmful invasive species in each marine ecoregion,5.01,pressure score,p_sp_alien_2013a.csv,pressures.score,rgn_id,,,,pressures.score,,TRUE,0,1,TRUE,,,,185
pressures,po_chemicals_3nm,po_chemicals_3nm,Land-based chemical pollution,Land-based organic pollution at 1km2 resolution (as developed in Halpern et al. 2008),5.06-5.07,pressure score,po_chemicals_3nm_2013_NEW.csv,pressure_score,rgn_id,,,,pressure_score,,TRUE,0,0.6318735935,TRUE,,,,185
pressures,po_nutrients_3nm,po_nutrients_3nm,Coastal nutrient pollution,Modeled coastal nutrient pollution based on Halpern et al. 2008,5.55,pressure score,po_nutrients_3nm_2013_NEW.csv,pressure_score,rgn_id,,,,pressure_score,,TRUE,0,0.341163,TRUE,,,,185
pressures,hd_subtidal_sb,hd_subtidal_sb,High bycatch commercial fishing practices as a proxy for subtidal soft bottom habitat destruction,"Spatially distributed commercial catch data by fishing gear type, developed by Sea Around Us Project",5.27,pressure score,po_rgn_hd_subtidal_sb_2013a.csv,pressures.score,rgn_id,,,,pressures.score,,TRUE,0,0.992856206,TRUE,,,,185
pressures,fp_targetharvest,fp_targetharvest,Targeted harvest of cetaceans and sea turtles,"Targeted harvest of cetaceans and marine turtles, from Food and Agricultural Organization data",5.7,pressure score,rgn_fao_targeted_2013a_rescaled.csv,score,rgn_id,,,,score,,TRUE,0,0.9090909091,TRUE,,,,185
pressures,ss_wgi,ss_wgi,Weakness of governance indicated with the WGI,Inverse of World Governance Indicators (WGI) six combined scores,5.77,pressure score,rgn_wb_wgi_2013a_rescaled_inverse.csv,score,rgn_id,,,,score,,TRUE,0.1281253726,0.9591569838,TRUE,,,,185
pressures CP,rnk_cp_habitat_extent_rank,cp_habitat_extent_rank,"Habitat extent * rank, per Coastal Protection habitats","Habitat extent * habitat rank for Coastal Protection habitats: coral, mangrove offshore 1km, mangrove inland 1km, saltmarsh, seaice_shoreline and seagrass",,rank,cp_habitat_extent_rank.csv,extent_rank,rgn_id,,habitat,,extent_rank,,TRUE,1.7465,3015240.885416,FALSE,,,,185
pressures CS,rnk_cs_habitat_extent,cs_habitat_extent,"Habitat extent * rank, per Carbon Storage habitats","Habitat extent * habitat rank for Carbon Storage habitats: mangrove, saltmarsh and seagrass",,km^2,cs_habitat_extent.csv,km2,rgn_id,,habitat,,km2,,TRUE,0.82,39491,FALSE,,,,185
pressures CW,po_chemicals,po_chemicals,Ocean-based chemical pollution,Ocean-based chemical pollution from commercial shipping traffic and ports and harbors,5.08,pressure score,po_chemicals_2013_NEW.csv,pressure_score,rgn_id,,,,pressure_score,,TRUE,0.0001334916,0.7647822789,TRUE,,,,185
pressures CW,po_nutrients,po_nutrients,Ocean nutrient pollution,Modeled ocean nutrient pollution based on Halpern et al. 2008,5.55,pressure score,po_nutrients_2013_NEW.csv,pressure_score,rgn_id,,,,pressure_score,,TRUE,0,0.334982,TRUE,,,,185
pressures CW,po_pathogens,po_pathogens,Access to improved sanitation as a proxy for pathogen pollution,Percent of population with access to improved sanitation facilities ,5.57,pressure score,po_pathogens_sanitation2011_popninland25km2013.csv,pressure_score,rgn_id,,,,pressure_score,,TRUE,0,0.9090909091,TRUE,,,,185
pressures CW,po_trash,po_trash,Trash pollution,Density of trash from coastal land and sea,5.73,pressure score,po_trash2012.csv,pressure_score,rgn_id,,,,pressure_score,,TRUE,0,0.9090909091,TRUE,,,,185
pressures HAB,rnk_hab_presence,hab_presence,Habitat presence,Modeled combined habitat presence,,boolean,hab_habitat_presence.csv,boolean,rgn_id,,habitat,,boolean,,TRUE,1,1,TRUE,,,,185
resilience,alien_species,alien_species,Alien species,The number and type of invasive and harmful invasive species in each marine ecoregion,5.01,resilience score,r_alien_species_Nature2012disaggregated.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0,1,TRUE,,,,185
resilience,cites,cites,Resilience from commitment to CITES,Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories,5.15,resilience score,r_cites_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0,1,TRUE,,,,185
resilience,fishing_v1,fishing_v1,CBD survey: coastal fishing v1,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_fishing_v1_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.2415385669,0.892453964,TRUE,,,,185
resilience,fishing_v1_eez,fishing_v1_eez,CBD survey: ocean fishing v1,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_fishing_v1_eez_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.1900616544,0.8036025013,TRUE,,,,185
resilience,fishing_v2_eez,fishing_v2_eez,CBD survey: ocean fishing v2,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_fishing_v2_eez_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.2450462408,0.7662521507,TRUE,,,,185
resilience,fishing_v3,fishing_v3,CBD survey: coastal fishing v3,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_fishing_v3_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.2455074555,0.9019985002,TRUE,,,,185
resilience,fishing_v3_eez,fishing_v3_eez,CBD survey: ocean fishing v3,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_fishing_v3_eez_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.194030543,0.8128997711,TRUE,,,,185
resilience,habitat,habitat,CBD survey: habitat,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_habitat_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.1380872893,1,TRUE,,,,185
resilience,habitat_combo,habitat_combo,CBD survey: coastal habitat,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_habitat_combo_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.123025268,0.99999775,TRUE,,,,185
resilience,habitat_combo_eez,habitat_combo_eez,CBD survey: ocean habitat,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_habitat_combo_eez_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.0860458145,0.9432332373,TRUE,,,,185
resilience,li_gci,li_gci,GCI: competitiveness in achieving sustained economic prosperity,Global Competitiveness Index (GCI) scores (score),5.23,resilience score,rgn_wef_gci_2013a_rescaled.csv,score,rgn_id,,,year,score,,TRUE,0.3033333333,0.7783333333,TRUE,,,,185
resilience,li_sector_evenness,li_sector_evenness,Sector evenness as a measure of economic diversity,Shannon's Diversity Index calculated sector evenness based on the total number of sectors and the proportion of jobs belonging to any sector,5.66,resilience score,r_li_sector_evenness_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0,0.9975182692,TRUE,,,,185
resilience,mariculture,mariculture,CBD survey: mariculture,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_mariculture_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.0544283933,1,TRUE,,,,185
resilience,msi_gov,msi_gov, MSI sustainability and regulations,Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI),5.33,resilience score,r_msi_gov_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0.1,0.8576923077,TRUE,,,,185
resilience,tourism,tourism,CBD survey: tourism,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_tourism_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0,1,TRUE,,,,185
resilience,water,water,CBD survey: water,Convention on Biological Diversity (CBD) Third National Survey questions in 2005,5.14,resilience score,r_water_2013a.csv,resilience score,rgn_id,,,,resilience.score,,TRUE,0,1,TRUE,,,,185
resilience,species_diversity,species_diversity,Ocean ecological integrity,Marine species diversity as a proxy for ecological integrity: ocean,5.18,resilience score,rgn_spp_score_2013.csv,score,rgn_id,,,,score,,TRUE,0.7432594502,0.9303087541,TRUE,,,,185
resilience,species_diversity_3nm,species_diversity_3nm,Coastal ecological integrity,Marine species diversity as a proxy for ecological integrity: coastal,5.18,resilience score,rgn_spp_score_offshore3nm_2013.csv,score,rgn_id,,,,score,,TRUE,0.7521023874,0.9438228181,TRUE,,,,185
resilience,wgi_all,wgi_all,Strength of governance indicated with the WGI,World Governance Indicators (WGI) six combined scores,5.77,resilience score,rgn_wb_wgi_2013a_rescaled.csv,score,rgn_id,,,,score,,TRUE,0.0408430162,0.8718746274,TRUE,,,,185
spatial,cnk_cntry_georegions,cntry_georegions,"Georegion ids per country, at 3 georegion levels","georegions per country, at 3 georegion levels",,georegion id,cntry_georegions_long_2013b.csv,georgn_id,,cntry_key,level,,georgn_id,,TRUE,1,999,FALSE,,,,185
spatial,cn_cntry_rgn,cntry_rgn,Regions per country,regions per country,,region id,cntry_rgn_2013.csv,cntry_key,,,,,rgn_id,,TRUE,1,250,FALSE,,,,185
spatial,rn_rgn_area_inland1km,rgn_area_inland1km,Region area 1 km inland,inland area 1 km from shore,,km^2,rgn_area_inland1km.csv,area_km2,rgn_id,,,,area_km2,,TRUE,1.7465015432,163643.701591034,FALSE,,,,185
spatial,rn_rgn_area_offshore3nm,rgn_area_offshore3nm,Region area offshore 3nm,offshore area 3 nautical miles from shore,,km^2,rgn_area_offshore3nm.csv,area_km2,rgn_id,,,,area_km2,,TRUE,10.479009259,629255.77349294,FALSE,,,,185
spatial,rn_rgn_area,rgn_area,Region area of total EEZ ocean,region in water area,,km^2,rgn_fao_gcs_area.csv,area_km2,rgn_id,,,,area_km2,,TRUE,9.4635585836,31057239.8303,FALSE,,,,185
spatial,rtk_rgn_georegion_labels,rgn_georegion_labels,"Georegion labels per region, at 3 georegion levels","georegions per region, at 3 georegion levels",,label,rgn_georegions_labels_long_2013b.csv,label,rgn_id,,level,,,label,TRUE,,,,,,,185
spatial,rnk_rgn_georegions,rgn_georegions,"Georegion ids per region, at 3 georegion levels","georegions per region, at 3 georegion levels",,georegion id,rgn_georegions_long_2013b.csv,georgn_id,rgn_id,,level,,georgn_id,,TRUE,1,999,FALSE,,,,185
spatial,rnk_rgn_global,rgn_global,"regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ",,label,rgn_global.csv,label,rgn_id,,,,,label,TRUE,,,,,,,185
spatial,rtk_rgn_labels,rgn_labels,"regions by type (eez, subocean, unclaimed) and label","regions by type (eez, subocean, unclaimed) and label",,label,rgn_labels.csv,label,rgn_id,,type,,,label,TRUE,,,,,,,185
SPP,rn_spp_status,spp_status,Species lists and IUCN threat categories as a proxy for iconic species status,International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ,5.29,status score,rgn_spp_score_2013.csv,score,rgn_id,,,,score,,TRUE,0.7432594502,0.9303087541,TRUE,,,,185
SPP,rn_spp_trend,spp_trend,Species lists and IUCN threat categories as a proxy for iconic species trend,International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ,5.29,trend score,rgn_spp_trend_2013.csv,score,rgn_id,,,,score,,TRUE,-0.464904077,0.0977703458,FALSE,,,,185
TR,rn_tr_status,tr_status,Modeled tourism status,Modeled tourism status with updated approach,5.75,status score,TourRec_Status_2013a_Sep23b.csv,status,rgn_id,,,,status,,TRUE,0,100,FALSE,,,,185
TR,rn_tr_trend,tr_trend,Modeled tourism trend,Modeled tourism trend with updated approach,5.75,trend score,TourRec_Trend_2013a_Sep23b.csv,trend,rgn_id,,,,trend,,TRUE,-0.145058067,0.066334047,FALSE,,,,185
LE,le_jobs_cur_base_value,le_jobs_cur_base_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_jobs_cur_base_value.csv,value,,cntry_key,sector,,value,,TRUE,0,7976022.6343,FALSE,,,,185
LE,le_jobs_ref_base_value,le_jobs_ref_base_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_jobs_ref_base_value.csv,value,,cntry_key,sector,,value,,TRUE,0,8148031.2004,FALSE,,,,185
LE,le_jobs_cur_adj_value,le_jobs_cur_adj_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_jobs_cur_adj_value.csv,value,,cntry_key,sector,,value,,TRUE,62.41711597,98.8240774,FALSE,,,,185
LE,le_jobs_ref_adj_value,le_jobs_ref_adj_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_jobs_ref_adj_value.csv,value,,cntry_key,sector,,value,,TRUE,69.70000277,98.89999998,FALSE,,,,185
LE,le_rev_cur_base_value,le_rev_cur_base_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_rev_cur_base_value.csv,value,,cntry_key,sector,,value,,TRUE,0,1319580686744.52,FALSE,,,,185
LE,le_rev_ref_base_value,le_rev_ref_base_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_rev_ref_base_value.csv,value,,cntry_key,sector,,value,,TRUE,0,284189642760,FALSE,,,,185
LE,le_rev_cur_adj_value,le_rev_cur_adj_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_rev_cur_adj_value.csv,value,,cntry_key,sector,,value,,TRUE,27001199.73,13919727042705.6,FALSE,,,,185
LE,le_rev_ref_adj_value,le_rev_ref_adj_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_rev_ref_adj_value.csv,value,,cntry_key,sector,,value,,TRUE,22820838.02,13667652066195.1,FALSE,,,,185
LE,le_wage_cur_base_value,le_wage_cur_base_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_wage_cur_base_value.csv,value,,cntry_key,sector,,value,,TRUE,0,436558.72173255,FALSE,,,,185
LE,le_wage_ref_base_value,le_wage_ref_base_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_wage_ref_base_value.csv,value,,cntry_key,sector,,value,,TRUE,0,170878.277466168,FALSE,,,,185
LE,le_wage_cur_adj_value,le_wage_cur_adj_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_wage_cur_adj_value.csv,value,,cntry_key,sector,,value,,TRUE,1,1,TRUE,,,,185
LE,le_wage_ref_adj_value,le_wage_ref_adj_value,Modeled Livelihoods & Economies data,One of current or reference and base or adjusted value,,value,le_2013_status_model_curref_wage_ref_adj_value.csv,value,,cntry_key,sector,,value,,TRUE,1,1,TRUE,,,,185
LE,le_gdp_pc_ppp,le_gdp_pc_ppp,Modeled Livelihoods & Economies data,gross domestic product per person at purchasing power parity,,USD,le_cntry_gdp_pc_ppp_2013a.csv,usd,,cntry_key,,year,usd,,TRUE,82.65764088,86506.63612,FALSE,,,,185
LE,le_workforcesize_adj,le_workforcesize_adj,Modeled Livelihoods & Economies data,adjusted workforce size,,jobs,le_workforcesize_adj.csv,jobs,,cntry_key,,year,jobs,,TRUE,29451.528,783157007.2,FALSE,,,,185
LE,le_revenue_adj,le_revenue_adj,Modeled Livelihoods & Economies data,adjusted revenue,,USD,le_revenue_adj.csv,usd,,cntry_key,,year,usd,,TRUE,22820838.02,14675462506263.5,FALSE,,,,185
