"rgn_id","rgn_label","year","Xtr_o","Xtr","Xtr_dif","E","Ed","L","U","V","P","S"
131,"Nicaragua",2011,0.021501828,0.0712381738056853,0.0497363458056853,0.0402655954850148,92900,2441510.937,0.0550193544507101,2846710,5905146,3.67
132,"Colombia",2006,0.014739098,0.0161672117122557,0.00142811371225573,0.0254122382319059,447200,19662368.97,0.105,7151740,43841370,3.9
132,"Colombia",2007,0.014467118,0.0156345745611138,0.00116745656111378,0.0249433075495603,435200,19826779.33,0.12,7151740,44498390,3.9
132,"Colombia",2008,0.013724921,0.0146174361125148,0.000892515112514763,0.0236636561614776,418900,20394299.27,0.1319999981,7151740,45153037,3.9
132,"Colombia",2009,0.014371898,0.0150894246771053,0.000717526677105331,0.0247791336929095,470600,21581574.8,0.12,7151740,45802561,3.9
132,"Colombia",2010,0.013838746,0.0143287392407951,0.000489993240795067,0.0238599062689424,466900,22136190.19,0.1160000038,7151740,46444798,3.9
132,"Colombia",2011,0.012690634,0.0129630248223531,0.000272390822353105,0.0218804041197792,441000,22657971.36,0.11046666654,7151740,47078792,3.9
133,"Honduras",2006,0.02605561,0.0797069874857953,0.0536513774857953,0.0478963420333328,121600,2620037.16,0.03099999905,3148220,7037428,3.72
133,"Honduras",2007,0.027407191,0.0821946989044066,0.0547875079044066,0.0503808659811174,132500,2708513.6,0.02900000095,3148220,7178436,3.72
133,"Honduras",2008,0.027614019,0.081187129118303,0.053573110118303,0.0507610646640646,137500,2795427.275,0.03099999905,3148220,7322368,3.72
133,"Honduras",2009,0.026305891,0.0758142059277807,0.0495083149277807,0.0483564164628475,135100,2889181.102,0.03299999952,3148220,7469844,3.72
133,"Honduras",2010,0.025898213,0.073156906084097,0.047258693084097,0.047607009715931,135500,2989726.385,0.04800000191,3148220,7621204,3.72
133,"Honduras",2011,0.026279822,0.0727508231397418,0.0464710011397418,0.048308495525626,143800,3082535.83,0.0343333338106669,3148220,7776669,3.72
134,"El Salvador",2006,0.015281562,0.091736464739874,0.076454902739874,0.029501084036567,65700,2384407.714,0.06599999905,5280850,6096692,3.59
134,"El Salvador",2007,0.015734483,0.094050293502431,0.078315810502431,0.0303754506422334,69700,2448896.657,0.06300000191,5280850,6122952,3.59
134,"El Salvador",2008,0.014157411,0.0842271015319588,0.0700696905319588,0.0273309098021971,64400,2504045.151,0.05900000095,5280850,6151776,3.59
134,"El Salvador",2009,0.012229341,0.0723832945230175,0.0601539535230175,0.0236087670611589,55600,2540514.928,0.07300000191,5280850,6183484,3.59
134,"El Salvador",2010,0.013416413,0.0789660846237229,0.0655496716237229,0.0259004113631898,62500,2594719.448,0.07,5280850,6218195,3.59
134,"El Salvador",2011,0.013791925,0.0806825953924555,0.0668906703924555,0.0266253373610581,65600,2641881.353,0.0674000012093333,5280850,6256242,3.59
135,"Mexico",2006,0.054569841,0.0610828791017752,0.00651303810177518,0.0788581515648585,3498300,45828442.73,0.03200000048,19471900,112116694,4.46
135,"Mexico",2007,0.054386644,0.0601200601777175,0.00573341617771746,0.0785934155299537,3551500,46778741.12,0.03400000095,19471900,113529819,4.46
135,"Mexico",2008,0.054007513,0.058954118747301,0.00494660574730097,0.0780455393654921,3608000,47906134.47,0.035,19471900,114968039,4.46
135,"Mexico",2009,0.047123043,0.0507963564068254,0.00367331340682538,0.068096882998898,3094700,47938339.12,0.05199999809,19471900,116422752,4.46
135,"Mexico",2010,0.046044061,0.049017030566299,0.002972969566299,0.0665376608842941,3129700,49616581.91,0.05199999809,19471900,117886404,4.46
135,"Mexico",2011,0.043886272,0.0461426455943763,0.00225637359437628,0.063419468556319,3042200,50654167.89,0.05300000191,19471900,119361233,4.46
136,"Guatemala",2006,0.015614066,0.0127356037214152,-0.00287846227858481,0.0294605026332849,144200,4984408.411,0.01799999952,1539130,12995374,3.65
136,"Guatemala",2007,0.016203817,0.0128965301683997,-0.00330728683160029,0.0305732403926405,153100,5136048.355,0.025,1539130,13317931,3.65
136,"Guatemala",2008,0.015007901,0.0116555688425762,-0.00335233215742375,0.0283167944856795,145400,5302413.783,0.0316180139823268,1539130,13648307,3.65
136,"Guatemala",2009,0.014423534,0.0109289306442634,-0.00349460335573664,0.0272142142630893,144500,5492468.05,0.0332715314037665,1539130,13988988,3.65
136,"Guatemala",2010,0.014352815,0.0106079754944731,-0.0037448395055269,0.0270807830967527,148500,5682480.075,0.035,1539130,14341576,3.65
136,"Guatemala",2011,0.01456064,0.0104944850228926,-0.00406615497710744,0.0274729056699798,154700,5871743.979,0.04099999905,1539130,14706578,3.65
137,"Ecuador",2006,0.008633466,0.0244134578001832,0.0157799918001832,0.0147328776034309,89900,6611049.5,0.07699999809,5912970,14023503,3.93
137,"Ecuador",2007,0.00948923,0.0263728100584529,0.0168835800584529,0.0161932255663393,99600,6550287.773,0.06099999905,5912970,14268397,3.93
137,"Ecuador",2008,0.009601456,0.0262360471351672,0.0166345911351672,0.0163847370707745,99900,6577279.211,0.07300000191,5912970,14512402,3.93
137,"Ecuador",2009,0.009730257,0.0261483201968382,0.0164180631968382,0.016604534081195,103700,6679446.13,0.065,5912970,14756424,3.93
137,"Ecuador",2010,0.009632123,0.0254624581103169,0.0158303351103169,0.0164370697135766,107000,6852290.64,0.05,5912970,15001072,3.93
137,"Ecuador",2011,0.009330122,0.0242671245658792,0.0149370025658792,0.015921710036751,107200,7028126.423,0.04199999809,5912970,15246481,3.93
138,"Peru",2006,0.016097398,0.0553060023144016,0.0392086043144016,0.0268289969299427,325100,13286717.35,0.08800000191,14445800,28030688,4
138,"Peru",2007,0.014882012,0.0505929264383334,0.0357109144383334,0.0248033539721744,331900,14419455.6,0.07199999809,14445800,28328410,4
138,"Peru",2008,0.014393241,0.0484232464989833,0.0340300054989833,0.0239887344562467,332200,14795050.19,0.06400000095,14445800,28625628,4
138,"Peru",2009,0.014922867,0.0496694752904689,0.0347466082904689,0.0248714444320398,354700,15220208.1,0.06300000191,14445800,28934303,4
138,"Peru",2010,0.014026164,0.0461607576325612,0.0321345936325612,0.0233769400668852,333200,15475963.6,0.07900000095,14445800,29262830,4
138,"Peru",2011,0.012320432,0.0400650969225835,0.0277446649225835,0.0205340534620159,298800,15782470.44,0.07800000191,14445800,29614887,4
139,"Venezuela",2006,0.015828383,0.0612283690771405,0.0453999860771405,0.0328389681641453,365000,12254513.53,0.09300000191,14867300,27190882,3.41
139,"Venezuela",2007,0.015397374,0.0585595476417819,0.0431621736417819,0.0319447583005656,367400,12433626.37,0.075,14867300,27655937,3.41
139,"Venezuela",2008,0.01497515,0.0560132150865485,0.0410380650865485,0.0310687766031518,368600,12743287.99,0.06900000095,14867300,28120312,3.41
139,"Venezuela",2009,0.016012356,0.0589231938635936,0.0429108378635936,0.033220656633472,400400,13072388.2,0.07800000191,14867300,28583040,3.41
139,"Venezuela",2010,0.013580601,0.0491827405908339,0.0356021395908339,0.0281755205073982,345200,13404562.54,0.08600000381,14867300,29043283,3.41
139,"Venezuela",2011,0.01364666,0.0486557990613428,0.0350091390613428,0.0283125732111453,356100,13715867.99,0.08300000191,14867300,29500625,3.41
140,"Guadeloupe and Martinique",2006,0.012326281,,,0.00238591268189675,3350,1512148.49257455,0.0714702552765217,861376,,3.953333333
140,"Guadeloupe and Martinique",2007,0.012489422,,,0.00238645597021328,3450,1540371.44231727,0.061487177584873,861376,,3.953333333
140,"Guadeloupe and Martinique",2008,0.012283189,0.00979907092735778,-0.00248411807264222,0.0023288180419304,3400,1561055.49864091,0.0647558149115844,861376,809295,3.953333333
140,"Guadeloupe and Martinique",2009,0.012021846,,,0.00224690570907796,3300,1592289.67139273,0.0776260814678472,861376,,3.953333333
140,"Guadeloupe and Martinique",2010,0.012651513,,,0.002360674912697,3450,1603695.46414545,0.0887007570587088,861376,,3.953333333
140,"Guadeloupe and Martinique",2011,0.006916458,,,0.00249074878307486,3700,1625613.31699545,0.0861928561391801,861376,,3.953333333
141,"Faeroe Islands",2006,,,,,,4967140.69855,,54494.8,49414,4.94
141,"Faeroe Islands",2007,,,,,,5010078.05609,,54494.8,49554,4.94
141,"Faeroe Islands",2008,,,,,,5070052.39791,,54494.8,49601,4.94
141,"Faeroe Islands",2009,,,,,,5075960.93148,,54494.8,49600,4.94
141,"Faeroe Islands",2010,,,,,,5087733.49405,,54494.8,49581,4.94
141,"Faeroe Islands",2011,,,,,,5108753.5384,,54494.8,49551,4.94
143,"Iceland",2006,0.028794344,0.187726839989866,0.158932495989866,0.0351150541976413,6200,182023.1443,0.03,318438,303782,5.1
143,"Iceland",2007,0.026462803,0.168215879100176,0.141753076100176,0.0322717104703888,5900,187126.5726,0.02299999952,318438,311566,5.1
143,"Iceland",2008,0.03478693,0.217055720028658,0.182268790028658,0.0424230852320785,7800,189548.6165,0.03,318438,317414,5.1
143,"Iceland",2009,0.04164289,0.258948855449301,0.217305965449301,0.0507840117069897,8800,186727.2451,0.07199999809,318438,318499,5.1
143,"Iceland",2010,0.039257727,0.244468692285649,0.205210965285649,0.0478752765879749,8300,187626.7797,0.07599999905,318438,318041,5.1
143,"Iceland",2011,0.040689168,0.252609849116186,0.211920681116186,0.0496209367107698,8700,188728.9744,0.07099999905,318438,319014,5.1
144,"Jan Mayen",2006,,,,,,4967140.69855,0.0558181819045455,18,,4.94
144,"Jan Mayen",2007,,,,,,5010078.05609,0.0503030301600606,18,,4.94
144,"Jan Mayen",2008,,,,,,5070052.39791,0.0545282830920303,18,,4.94
144,"Jan Mayen",2009,,,,,,5075960.93148,0.0962997835421538,18,,4.94
144,"Jan Mayen",2010,,,,,,5087733.49405,0.107564934045844,18,18,4.94
144,"Jan Mayen",2011,,,,,,5108753.5384,0.097558439794935,18,,4.94
145,"Greenland",2006,,,,,,4967140.69855,0.08399999619,60174.5,56774,5.3
145,"Greenland",2007,,,,,,5010078.05609,0.0893333308006663,60174.5,56555,5.3
145,"Greenland",2008,,,,,,5070052.39791,0.0858111082823331,60174.5,56328,5.3
145,"Greenland",2009,,,,,,5075960.93148,0.0892976166036922,60174.5,56323,5.3
145,"Greenland",2010,,,,,,5087733.49405,0.080214282114286,60174.5,56905,5.3
145,"Greenland",2011,,,,,,5108753.5384,0.0861428515242849,60174.5,56905,5.3
146,"Pitcairn",2006,,,,,,72287.0107833333,0.06433333278,69.1951,,
146,"Pitcairn",2007,,,,,,73313.3663333333,0.0597777774633338,69.1951,,
146,"Pitcairn",2008,,,,,,74200.8239033333,0.0552222221466672,69.1951,,
146,"Pitcairn",2009,,,,,,75039.4584766667,0.0506666668300007,69.1951,,
146,"Pitcairn",2010,,,,,,75885.7753366667,0.0461111115133341,69.1951,,
146,"Pitcairn",2011,,,,,,76745.2753533333,0.0415555561966691,69.1951,48,
147,"French Polynesia",2006,,,,,,108917.6509,0.1169999981,308800,257731,4.200183
147,"French Polynesia",2007,,,,,,111118.4746,0.1169999981,308800,260361,4.200183
147,"French Polynesia",2008,,,,,,113090.964,0.1169999981,308800,262877,4.200183
147,"French Polynesia",2009,,,,,,114825.744,0.1169999981,308800,265412,4.200183
147,"French Polynesia",2010,,,,,,116453.6,0.1169999981,308800,268065,4.200183
147,"French Polynesia",2011,,,,,,118412.1925,0.1169999981,308800,270874,4.200183
148,"Line Group",2006,,,,,,75133.34322,0.0693451322819692,6641.21,,2.59
148,"Line Group",2007,,,,,,76069.52614,0.0645309730511053,6641.21,,2.59
148,"Line Group",2008,,,,,,77107.54423,0.0494861101858396,6641.21,,2.59
148,"Line Group",2009,,,,,,78266.66,0.009961108959169,6641.21,,2.59
148,"Line Group",2010,,,,,,79434.591,0.0129469002157771,6641.21,6295.89,2.59
148,"Line Group",2011,,,,,,80607.97323,-0.0576285701528604,6641.21,,2.59
149,"Jarvis Island",2006,,,,,,75133.34322,0.0693451322819692,0,,
149,"Jarvis Island",2007,,,,,,76069.52614,0.0645309730511053,0,,
149,"Jarvis Island",2008,,,,,,77107.54423,0.0494861101858396,0,,
149,"Jarvis Island",2009,,,,,,78266.66,0.009961108959169,0,,
149,"Jarvis Island",2010,,,,,,79434.591,0.0129469002157771,0,0,
149,"Jarvis Island",2011,,,,,,80607.97323,-0.0576285701528604,0,,
150,"Palmyra Atoll",2006,,,,,,75133.34322,0.0693451322819692,0,,
150,"Palmyra Atoll",2007,,,,,,76069.52614,0.0645309730511053,0,,
150,"Palmyra Atoll",2008,,,,,,77107.54423,0.0494861101858396,0,,
150,"Palmyra Atoll",2009,,,,,,78266.66,0.009961108959169,0,,
150,"Palmyra Atoll",2010,,,,,,79434.591,0.0129469002157771,0,0,
150,"Palmyra Atoll",2011,,,,,,80607.97323,-0.0576285701528604,0,,
151,"American Samoa",2006,,,,,,72287.0107833333,,100505,58652,4.200183
151,"American Samoa",2007,,,,,,73313.3663333333,,100505,57919,4.200183
151,"American Samoa",2008,,,,,,74200.8239033333,,100505,57053,4.200183
151,"American Samoa",2009,,,,,,75039.4584766667,,100505,56245,4.200183
151,"American Samoa",2010,,,,,,75885.7753366667,,100505,55636,4.200183
151,"American Samoa",2011,,,,,,76745.2753533333,,100505,55274,4.200183
152,"Samoa",2006,,,,,,67504.84345,,161249,181073,4.200183
152,"Samoa",2007,,,,,,67970.78996,,161249,182240,4.200183
152,"Samoa",2008,,,,,,68366.28712,,161249,183444,4.200183
152,"Samoa",2009,,,,,,68813.49602,,161249,184704,4.200183
152,"Samoa",2010,,,,,,69432.64,,161249,186029,4.200183
152,"Samoa",2011,,,,,,69881.48288,,161249,187429,4.200183
153,"Cook Islands",2006,,,,,,72287.0107833333,0.06433333278,23309,19569,4.200183
153,"Cook Islands",2007,,,,,,73313.3663333333,0.0597777774633338,23309,,4.200183
153,"Cook Islands",2008,,,,,,74200.8239033333,0.0552222221466672,23309,,4.200183
153,"Cook Islands",2009,,,,,,75039.4584766667,0.0506666668300007,23309,,4.200183
153,"Cook Islands",2010,,,,,,75885.7753366667,0.0461111115133341,23309,,4.200183
153,"Cook Islands",2011,,,,,,76745.2753533333,0.0415555561966691,23309,,4.200183
154,"Niue",2006,,,,,,72287.0107833333,0.06433333278,1834.38,,4.200183
154,"Niue",2007,,,,,,73313.3663333333,0.0597777774633338,1834.38,,4.200183
154,"Niue",2008,,,,,,74200.8239033333,0.0552222221466672,1834.38,,4.200183
154,"Niue",2009,,,,,,75039.4584766667,0.0506666668300007,1834.38,1398,4.200183
154,"Niue",2010,,,,,,75885.7753366667,0.0461111115133341,1834.38,,4.200183
154,"Niue",2011,,,,,,76745.2753533333,0.0415555561966691,1834.38,,4.200183
155,"Tonga",2006,0.019204116,0.156504423545511,0.137300307545511,0.030004715186762,1200,40438.538,0.01100000024,126193,101617,4.200183
155,"Tonga",2007,0.018794346,0.13915849437255,0.12036414837255,0.0268556195772008,1100,40850.83444,-0.0026666657099986,126193,102289,4.200183
155,"Tonga",2008,0.022197823,0.160058068188026,0.137860245188026,0.0310876424526388,1300,41145.22059,-0.0163333316599983,126193,102947,4.200183
155,"Tonga",2009,0.023827991,0.167720108154307,0.143892117154307,0.0327688436774194,1400,41479.13541,-0.029999997609998,126193,103557,4.200183
155,"Tonga",2010,0.021879639,0.151833242304966,0.129953603304966,0.0298198719377445,1300,41771.08601,-0.0436666635599977,126193,104098,4.200183
155,"Tonga",2011,0.02342028,0.160039889335543,0.136619609335543,0.0315693337999133,1400,41942.15068,-0.0573333295099928,126193,104554,4.200183
156,"Tokelau",2006,,,,,,72287.0107833333,0.06433333278,4404.27,,2.59
156,"Tokelau",2007,,,,,,73313.3663333333,0.0597777774633338,4404.27,,2.59
156,"Tokelau",2008,,,,,,74200.8239033333,0.0552222221466672,4404.27,,2.59
156,"Tokelau",2009,,,,,,75039.4584766667,0.0506666668300007,4404.27,,2.59
156,"Tokelau",2010,,,,,,75885.7753366667,0.0461111115133341,4404.27,,2.59
156,"Tokelau",2011,,,,,,76745.2753533333,0.0415555561966691,4404.27,1411,2.59
157,"Phoenix Group",2006,,,,,,75133.34322,0.0693451322819692,217.202,,2.59
157,"Phoenix Group",2007,,,,,,76069.52614,0.0645309730511053,217.202,,2.59
157,"Phoenix Group",2008,,,,,,77107.54423,0.0494861101858396,217.202,,2.59
157,"Phoenix Group",2009,,,,,,78266.66,0.009961108959169,217.202,,2.59
157,"Phoenix Group",2010,,,,,,79434.591,0.0129469002157771,217.202,204.299,2.59
157,"Phoenix Group",2011,,,,,,80607.97323,-0.0576285701528604,217.202,,2.59
158,"Howland Island and Baker Island",2006,,,,,,75133.34322,0.0693451322819692,0,,
158,"Howland Island and Baker Island",2007,,,,,,76069.52614,0.0645309730511053,0,,
158,"Howland Island and Baker Island",2008,,,,,,77107.54423,0.0494861101858396,0,,
158,"Howland Island and Baker Island",2009,,,,,,78266.66,0.009961108959169,0,,
158,"Howland Island and Baker Island",2010,,,,,,79434.591,0.0129469002157771,0,0,
158,"Howland Island and Baker Island",2011,,,,,,80607.97323,-0.0576285701528604,0,,
159,"Johnston Atoll",2006,,,,,,75133.34322,0.0693451322819692,0,,
159,"Johnston Atoll",2007,,,,,,76069.52614,0.0645309730511053,0,,
159,"Johnston Atoll",2008,,,,,,77107.54423,0.0494861101858396,0,,
159,"Johnston Atoll",2009,,,,,,78266.66,0.009961108959169,0,,
159,"Johnston Atoll",2010,,,,,,79434.591,0.0129469002157771,0,0,
159,"Johnston Atoll",2011,,,,,,80607.97323,-0.0576285701528604,0,,
161,"Wallis and Futuna",2006,,,,,,72287.0107833333,0.06433333278,16062.9,,4.200183
161,"Wallis and Futuna",2007,,,,,,73313.3663333333,0.0597777774633338,16062.9,,4.200183
161,"Wallis and Futuna",2008,,,,,,74200.8239033333,0.0552222221466672,16062.9,,4.200183
161,"Wallis and Futuna",2009,,,,,,75039.4584766667,0.0506666668300007,16062.9,15289,4.200183
161,"Wallis and Futuna",2010,,,,,,75885.7753366667,0.0461111115133341,16062.9,,4.200183
161,"Wallis and Futuna",2011,,,,,,76745.2753533333,0.0415555561966691,16062.9,,4.200183
162,"New Zealand",2006,0.043697396,0.268359292808528,0.224661896808528,0.0523949593700505,112600,2236276.476,0.03900000095,4145630,4184600,5.17
162,"New Zealand",2007,0.044308513,0.269300037612372,0.224991524612372,0.0531277135539113,116300,2273172.022,0.03700000048,4145630,4228300,5.17
162,"New Zealand",2008,0.042555643,0.256186480612404,0.213630837612404,0.0510259509819969,112500,2301420.117,0.04199999809,4145630,4268900,5.17
162,"New Zealand",2009,0.049801106,0.296546435818848,0.246745329818848,0.0597135564361675,130200,2322054.741,0.06099999905,4145630,4315800,5.17
162,"New Zealand",2010,0.050761319,0.298665586137073,0.247904267137073,0.0608648906582302,133800,2351135.486,0.065,4145630,4367800,5.17
162,"New Zealand",2011,0.050670648,0.29560097447243,0.24493032647243,0.0607561730506427,134900,2374706.431,0.065,4145630,4405200,5.17
163,"United States",2006,0.035155305,0.0731200742604018,0.0379647692604018,0.0406890104327172,6021800,155131797.4,0.04599999905,100790000,298379912,5.32
163,"United States",2007,0.03523602,0.0725942502456373,0.0373582302456373,0.0407824308689797,6083100,156352011.2,0.04599999905,100790000,301231207,5.32
163,"United States",2008,0.033812957,0.069006609426543,0.035193652426543,0.0391353673287988,5825200,158012165.3,0.05800000191,100790000,304093966,5.32
163,"United States",2009,0.032224238,0.0651902946133094,0.0329660566133094,0.0372965720329797,5338600,157816053.5,0.09300000191,100790000,306771529,5.32
163,"United States",2010,0.031952732,0.0641071668914859,0.0321544348914859,0.0369823281974438,5265300,157492705.6,0.09600000381,100790000,309326225,5.32
163,"United States",2011,0.032938938,0.0656061368419796,0.0326671988419796,0.0381237712574227,5501900,158415786.8,0.08899999619,100790000,311587816,5.32
164,"Belize",2006,0.077168489,0.359393974601832,0.282225485601832,0.128186858884395,13700,117963.8293,0.09399999619,195058,278985,4.01
164,"Belize",2007,0.082135071,0.372886555257334,0.290751484257334,0.136436994759495,15500,124159.0724,0.085,195058,286196,4.01
164,"Belize",2008,0.07373255,0.326360577672087,0.252628027672087,0.122479318591032,14700,130741.0267,0.08199999809,195058,293544,4.01
164,"Belize",2009,0.066073065,0.28519802814216,0.21912496314216,0.109755921231639,13900,137883.9255,0.0815126023795597,195058,301016,4.01
164,"Belize",2010,0.066352824,0.279371550058445,0.213018726058445,0.110220638626708,14600,144868.001,0.0856394813209431,195058,308595,4.01
164,"Belize",2011,0.061459849,0.252482572418587,0.191022723418587,0.102092772258557,14200,151858.3129,0.0840858326059646,195058,316280,4.01
166,"Jamaica",2006,0.054363297,0.385106139088059,0.330742842088059,0.0882521050032232,98100,1229632.988,0.09600000381,2848280,2663100,4.08
166,"Jamaica",2007,0.052201372,0.368036081470418,0.315834709470418,0.0847424867280191,95500,1243867.063,0.09399999619,2848280,2675800,4.08
166,"Jamaica",2008,0.050240624,0.352709509958653,0.302468885958653,0.0815594553487056,91600,1256271.883,0.1060000038,2848280,2687200,4.08
166,"Jamaica",2009,0.052919212,0.370356566879847,0.317437354879847,0.0859078111744937,93500,1228415.346,0.1139999962,2848280,2695600,4.08
166,"Jamaica",2010,0.050437948,0.352259572704141,0.301821624704141,0.0818797864962281,87700,1222696.823,0.1239999962,2848280,2701200,4.08
166,"Jamaica",2011,0.050518249,0.352129484177697,0.301611235177697,0.0820101447642617,88300,1233328.821,0.1269999981,2848280,2706500,4.08
167,"Guyana",2006,0.028005943,0.105238678448486,0.0772327354484859,0.0538575822258291,11000,285653.6582,0.285,415428,765367,3.6
167,"Guyana",2007,0.023707437,0.0885032689582519,0.0647958319582519,0.045591225547521,10500,288605.8601,0.2020000076,415428,770407,3.6
167,"Guyana",2008,0.022401113,0.0830517687035662,0.0606506557035662,0.0430790627727012,9900,292379.1507,0.2139999962,415428,775739,3.6
167,"Guyana",2009,0.019101372,0.0703360335644034,0.0512346615644034,0.0367334082063459,8700,296794.016,0.2020000076,415428,781055,3.6
167,"Guyana",2010,0.025527092,0.0933908032587172,0.0678637112587172,0.0490905621582255,11700,301689.8958,0.21,415428,786126,3.6
167,"Guyana",2011,0.022045519,0.0801684637284133,0.0581229447284133,0.0423952291575429,10300,307534.0066,0.21,415428,790882,3.6
168,"Suriname",2006,0.014303785,0.0832380676369351,0.0689342826369351,0.027193507505717,4600,187942.5964,0.0999484554690707,425992,505186,3.63
168,"Suriname",2007,0.009992616,0.0575523136064237,0.0475596976064237,0.0189973691942919,3300,191880.6871,0.094706896256896,425992,510433,3.63
168,"Suriname",2008,0.008486159,0.0484075010135106,0.0399213420135106,0.0161333819150182,2900,195852.4948,0.0822096750903177,425992,515372,3.63
168,"Suriname",2009,0.00638228,0.0360703526757808,0.0296880726757808,0.0121336126453589,2300,199953.6662,0.0519999981000046,425992,520173,3.63
168,"Suriname",2010,0.005962047,,,,2100,203506.0801,,425992,524960,3.63
168,"Suriname",2011,0.005286644,,,,1900,207260.6215,,425992,529761,3.63
169,"French Guiana",2006,,,,,,17445964.03546,0.111594845925907,144462,,3.953
169,"French Guiana",2007,,,,,,17711314.35132,0.0953706901946896,144462,,3.953
169,"French Guiana",2008,,,,,,18056714.51925,0.0937209675120318,144462,,3.953
169,"French Guiana",2009,,,,,,18461908.72292,0.0918988756930005,144462,,3.953
169,"French Guiana",2010,,,,,,18806801.23479,0.0936080260749383,144462,,3.953
169,"French Guiana",2011,,,,,,19134483.81821,0.0888506171681976,144462,239450,3.953
171,"Brazil",2006,0.021393854,0.0425045160910868,0.0211106620910868,0.0317416226261007,2779900,95610276.47,0.08399999619,57649100,188134315,4.37
171,"Brazil",2007,0.019036004,0.0374492538831441,0.0184132498831441,0.0282433293002148,2505100,96514745.03,0.08100000381,57649100,189996976,4.37
171,"Brazil",2008,0.018318133,0.0357046386134898,0.0173865056134898,0.0271782382849918,2480100,98227293.05,0.07099999905,57649100,191765567,4.37
171,"Brazil",2009,0.019388644,0.0374542328327343,0.0180655888327343,0.0287665335574094,2636800,99958636.59,0.08300000191,57649100,193490922,4.37
171,"Brazil",2010,0.018826461,0.036047931385059,0.017221470385059,0.0279324341249758,2623400,101586446,0.0754722223044445,57649100,195210154,4.37
171,"Brazil",2011,0.019304287,0.036639086964446,0.017334799964446,0.0286413758854612,2737100,103111132.3,0.073188888923778,57649100,196935134,4.37
172,"Argentina",2006,0.027448243,0.0744057096831048,0.0469574666831048,0.0432937593780984,699100,17961984.33,0.1010000038,16068900,38988923,4.17
172,"Argentina",2007,0.027290096,0.0733329378561278,0.0460428418561278,0.0430443160536549,712000,18077696.38,0.085,16068900,39331357,4.17
172,"Argentina",2008,0.024581603,0.0654808569864039,0.0408992539864039,0.0387722444071693,651300,18219196.35,0.07800000191,16068900,39676083,4.17
172,"Argentina",2009,0.023291835,0.0615063649073339,0.0382145299073339,0.0367379105063671,616400,18357011.68,0.08600000381,16068900,40023641,4.17
172,"Argentina",2010,0.023041944,0.0603181294402737,0.0372761854402737,0.0363437595129744,616200,18369195.74,0.07699999809,16068900,40374224,4.17
172,"Argentina",2011,0.021666826,0.0562247173499654,0.0345578913499654,0.0341748039064153,591500,18650940.67,0.07199999809,16068900,40728738,4.17
173,"Uruguay",2006,0.019765056,0.0942087126699143,0.0744436566699143,0.0305960623759767,44500,1626885.38,0.1060000038,2424140,3330217,4.23
173,"Uruguay",2007,0.02096042,0.0996619186774699,0.0787014986774699,0.0324464710579397,48600,1649616.344,0.09199999809,2424140,3338384,4.23
173,"Uruguay",2008,0.019125079,0.0906498009339924,0.0715247219339924,0.0296053847595158,45700,1670604.007,0.07599999905,2424140,3348898,4.23
173,"Uruguay",2009,0.020879628,0.0986264295481428,0.0777468015481428,0.0323214047992273,50700,1692126.096,0.0729887436,2424140,3360431,4.23
173,"Uruguay",2010,0.01939643,0.0913065844160907,0.0719101544160907,0.0300254330289597,47600,1700990.005,0.06800000191,2424140,3371982,4.23
173,"Uruguay",2011,0.021686032,0.101737547819539,0.0800515158195393,0.0335697095962868,54200,1717607.187,0.06,2424140,3383486,4.23
174,"Finland",2006,0.01975587,0.0624288467994174,0.0426729767994174,0.0240925238471875,59700,2681760.946,0.07599999905,2675690,5266268,5.1
174,"Finland",2007,0.020238556,0.0636826415735768,0.0434440855735768,0.0246811659974244,62300,2708360.444,0.06800000191,2675690,5288720,5.1
174,"Finland",2008,0.018711449,0.0586039809552491,0.0398925319552491,0.0228188407039181,58500,2736041.62,0.06300000191,2675690,5313399,5.1
174,"Finland",2009,0.018381702,0.0572965423434504,0.0389148403434504,0.0224167098344007,55400,2692124.946,0.08199999809,2675690,5338871,5.1
174,"Finland",2010,0.017540243,0.0544241205173276,0.0368838775173276,0.0213905400267177,52800,2694738.94,0.08399999619,2675690,5363352,5.1
174,"Finland",2011,0.018322871,0.0565895369677354,0.0382666659677354,0.0223449650433737,55600,2695835.637,0.07699999809,2675690,5388272,5.1
175,"Denmark",2006,0.023562703,0.142511111280946,0.118948408280946,0.0296013853395766,83400,2931774.931,0.03900000095,5256400,5437272,4.98
175,"Denmark",2007,0.022401432,0.134888044410383,0.112486612410383,0.0281425027210491,79500,2936495.5,0.03799999952,5256400,5461438,4.98
175,"Denmark",2008,0.021598033,0.129288589402204,0.107690556402204,0.0271332078867302,77700,2964440.586,0.03400000095,5256400,5493621,4.98
175,"Denmark",2009,0.022134101,0.13179048198611,0.10965638098611,0.0278066589508888,77600,2968828.137,0.06,5256400,5523095,4.98
175,"Denmark",2010,0.021877074,0.129682770853461,0.107805696853461,0.0274837613621919,74700,2938344.417,0.075,5256400,5547683,4.98
175,"Denmark",2011,0.021513644,0.127004431425292,0.105490787425292,0.0270271913914563,73600,2947168.221,0.07599999905,5256400,5570572,4.98
176,"Germany",2006,0.01793428,0.00905908571959571,-0.00887519428040429,0.0204262869220208,764600,41730388.08,0.1030000019,6778120,82376451,5.39
176,"Germany",2007,0.016674655,0.00843408555027224,-0.00824056944972776,0.0189916338401867,729700,42037397.74,0.08600000381,6778120,82266372,5.39
