"rgn_id","rgn_label","year","Xtr_o","Xtr","Xtr_dif","E","Ed","L","U","V","P","S"
14,"Taiwan",2011,0.022174041,0.00692432569288761,-0.0152497153071124,0.00161139003317208,237300,152763651.696467,0.03600000019,21294100,23340136,4.71
15,"Philippines",2006,0.016739063,0.121030569551369,0.104291506551369,0.0298006991145068,963800,35153829.5,0.08,90286200,87366573,3.93
15,"Philippines",2007,0.017061977,0.120987167840955,0.103925190840955,0.0303045386714433,999700,35624684.66,0.07400000095,90286200,88875548,3.93
15,"Philippines",2008,0.012412292,0.0866184447640341,0.0742061527640341,0.0220610878420594,751000,36722587.97,0.07300000191,90286200,90371287,3.93
15,"Philippines",2009,0.011821458,0.0805736132729976,0.0687521552729976,0.0208655651129154,729400,37791477.79,0.075,90286200,91886400,3.93
15,"Philippines",2010,0.011371576,0.0736858413369488,0.0623142653369488,0.0194054196451742,696400,38712925.37,0.07300000191,90286200,93444322,3.93
15,"Philippines",2011,0.011685329,0.0744370940100376,0.0627517650100376,0.0199408336281301,735500,39660338.67,0.07,90286200,95053437,3.93
16,"Australia",2006,0.040256823,0.205607891305675,0.165351068305675,0.0466470649661542,479900,10806610.02,0.04800000191,17646200,20697900,5.17
16,"Australia",2007,0.038278752,0.192991669437022,0.154712917437022,0.0444574773543335,470300,11065531.3,0.04400000095,17646200,21015900,5.17
16,"Australia",2008,0.035425684,0.175352146145353,0.139926462145353,0.0411023274431991,446300,11334306.75,0.04199999809,17646200,21384400,5.17
16,"Australia",2009,0.035817381,0.176280920626273,0.140463539626273,0.0420821108847175,458600,11544218.53,0.05599999905,17646200,21778800,5.17
16,"Australia",2010,0.03642644,0.180585379704788,0.144158939704788,0.0436767870089219,484800,11708562.81,0.05199999809,17646200,22065300,5.17
16,"Australia",2011,0.035925568,0.176039150174564,0.140113582174564,0.0430762205139716,484500,11851954.54,0.05099999905,17646200,22323900,5.17
17,"Papua New Guinea",2006,0.00557351,,,,22700,2738198.706,,2698860,6245797,4.200183
17,"Papua New Guinea",2007,0.005294694,,,,22200,2807107.265,,2698860,6397623,4.200183
17,"Papua New Guinea",2008,0.004904028,,,,21100,2874542.928,,2698860,6550877,4.200183
17,"Papua New Guinea",2009,0.008840101,,,,38500,2952815.452,,2698860,6704829,4.200183
17,"Papua New Guinea",2010,0.006895909,0.0178064754583426,0.0109105664583426,0.0107742417616441,31300,3026121.688,0.04,2698860,6858945,4.200183
17,"Papua New Guinea",2011,0.007030146,,,,28500,3111138.114,,2698860,7012977,4.200183
18,"Fiji",2006,0.070760399,0.528677924900813,0.457917525900813,0.110556801333966,35700,346420.4383,0.0678640793356311,942756,828060,4.200183
18,"Fiji",2007,0.068542155,0.507609976872668,0.439067821872668,0.107090992487264,34400,351446.5668,0.08600000381,942756,835392,4.200183
18,"Fiji",2008,0.078093992,0.57255150754767,0.49445751554767,0.122014884742478,38800,355697.9775,0.106000006189997,942756,843851,4.200183
18,"Fiji",2009,0.072236807,0.524248936419596,0.452012129419596,0.112863556009399,35600,360898.3031,0.126000008569995,942756,852479,4.200183
18,"Fiji",2010,0.077698442,0.558591556530044,0.480893114530044,0.121396872922022,37800,364608.2027,0.146000010949992,942756,860559,4.200183
18,"Fiji",2011,0.072868617,0.51942522622687,0.44655660922687,0.113850702912212,35000,368609.2967,0.16600001332999,942756,867921,4.200183
19,"Tuvalu",2006,,,,,,72287.0107833333,0.065,21653.1,9732,4.200183
19,"Tuvalu",2007,,,,,,73313.3663333333,0.065,21653.1,9764,4.200183
19,"Tuvalu",2008,,,,,,74200.8239033333,0.065,21653.1,9788,4.200183
19,"Tuvalu",2009,,,,,,75039.4584766667,0.065,21653.1,9808,4.200183
19,"Tuvalu",2010,,,,,,75885.7753366667,0.065,21653.1,9827,4.200183
19,"Tuvalu",2011,,,,,,76745.2753533333,0.065,21653.1,9844,4.200183
20,"South Korea",2006,0.016847565,0.0914809388398609,0.0746333738398609,0.0215442005669455,503100,24173904.82,0.03400000095,41832400,48372000,4.91
20,"South Korea",2007,0.016763239,0.0905997616145408,0.0738365226145408,0.0214363667156222,507300,24447717.99,0.03200000048,41832400,48598000,4.91
20,"South Korea",2008,0.017926789,0.0961936047824959,0.0782668157824959,0.0229242824133686,544800,24550819.41,0.03200000048,41832400,48949000,4.91
20,"South Korea",2009,0.018654827,0.0996259672164089,0.0809711402164089,0.0238552769309881,564500,24547227.6,0.03599999905,41832400,49182000,4.91
20,"South Korea",2010,0.017716228,0.0941767985083562,0.0764605705083562,0.022655022767012,543200,24898258.49,0.03700000048,41832400,49410000,4.91
20,"South Korea",2011,0.017943183,0.094676202355601,0.076733019355601,0.0229452462774956,558300,25188237.43,0.03400000095,41832400,49779000,4.91
21,"North Korea",2006,,,,,,14137605.87,0.040200000288,15653500,23969917,2.59
21,"North Korea",2007,,,,,,14224446.79,0.036200000286,15653500,24111989,2.59
21,"North Korea",2008,,,,,,14330559.77,0.0344999998825,15653500,24243894,2.59
21,"North Korea",2009,,,,,,14471190.51,0.043249999285,15653500,24371865,2.59
21,"North Korea",2010,,,,,,14569324.44,0.039800000382,15653500,24500520,2.59
21,"North Korea",2011,,,,,,14699003.65,0.03600000019,15653500,24631291,2.59
24,"Cambodia",2006,0.044520526,0.0274994029822537,-0.0170211230177463,0.0869541517291112,613900,7148077.871,0.0123159610624106,1204160,13555054,3.56
24,"Cambodia",2007,0.044315299,0.0269898756880257,-0.0173254233119743,0.0865533179191088,632400,7382953.901,0.0103583063377852,1204160,13747288,3.56
24,"Cambodia",2008,0.041507385,0.0249293348133946,-0.0165780501866054,0.0810691103925293,606300,7608142.587,0.01700000048,1204160,13940518,3.56
24,"Cambodia",2009,0.040090572,0.0237316168466012,-0.0163589551533988,0.0783018980577346,609600,7793044.937,0.00100000001,1204160,14144225,3.56
24,"Cambodia",2010,0.041918316,0.0244323094410163,-0.0174860065589837,0.0818717116082897,650100,7972361.034,0.00400000006,1204160,14364931,3.56
24,"Cambodia",2011,0.048940734,0.0280548218763319,-0.0208859121236681,0.095587370327874,777100,8146027.158,0.00200000003,1204160,14605862,3.56
25,"Thailand",2006,0.035606883,0.0785543717781549,0.0429474887781549,0.0513067473150011,1925100,37977106.02,0.01200000048,22566700,65883961,4.47
25,"Thailand",2007,0.034849032,0.0766579129914271,0.0418088809914271,0.0502147436748196,1926000,38821122.46,0.01200000048,22566700,66076927,4.47
25,"Thailand",2008,0.036450379,0.0800490804895906,0.0435987014895906,0.0525221593795087,2032800,39173748.83,0.01200000048,22566700,66185340,4.47
25,"Thailand",2009,0.035698861,0.078289844711519,0.042590983711519,0.0514392810820581,1957700,38638033.98,0.015,22566700,66277335,4.47
25,"Thailand",2010,0.032948786,0.0721227543249627,0.0391739683249627,0.0474766374496402,1851100,39383538.52,0.01,22566700,66402316,4.47
25,"Thailand",2011,0.031533958,0.0688453675250725,0.0373114095250725,0.0454379791892017,1795200,39787310.46,0.00699999988,22566700,66576332,4.47
26,"Andaman and Nicobar",2006,,,,,,27912693.61397,0.0426696324500573,427068,,4.235
26,"Andaman and Nicobar",2007,,,,,,28395379.56747,0.0387452735704835,427068,,4.235
26,"Andaman and Nicobar",2008,,,,,,28898684.00078,0.0392857142871429,427068,,4.235
26,"Andaman and Nicobar",2009,,,,,,29339874.97102,0.0387923733786259,427068,,4.235
26,"Andaman and Nicobar",2010,,,,,,29845202.81138,0.0350171311851864,427068,,4.235
26,"Andaman and Nicobar",2011,,,,,,30347055.78445,0.0325428572024762,427068,380500,4.235
28,"Comoro Islands",2006,0.015821822,,,,5800,216416.0662,,996688,616526,3.695
28,"Comoro Islands",2007,0.013314926,,,,5500,222644.8773,,996688,632736,3.695
28,"Comoro Islands",2008,0.011880894,,,,4600,229075.7441,,996688,649291,3.695
28,"Comoro Islands",2009,0.011093865,,,,4400,235799.4814,,996688,666097,3.695
28,"Comoro Islands",2010,0.011720354,,,,4800,242469.45,,996688,683081,3.695
28,"Comoro Islands",2011,0.010778475,,,,4900,249526.1311,,996688,700216,3.695
29,"Mayotte",2006,,,,,,6496040.44063333,0.0497768370174584,292112,,3.695
29,"Mayotte",2007,,,,,,6681615.2396,0.0428062144222808,292112,,3.695
29,"Mayotte",2008,,,,,,6873558.27124444,0.0340855923021032,292112,,3.695
29,"Mayotte",2009,,,,,,7073022.27052222,0.0288649716144257,292112,194000,3.695
29,"Mayotte",2010,,,,,,7274287.06256667,0.024394349016748,292112,,3.695
29,"Mayotte",2011,,,,,,7487509.6235,0.0179999991250006,292112,,3.695
30,"Glorioso Islands",2006,,,,,,6496040.44063333,0.0497768370174584,10,,3.695
30,"Glorioso Islands",2007,,,,,,6681615.2396,0.0428062144222808,10,,3.695
30,"Glorioso Islands",2008,,,,,,6873558.27124444,0.0340855923021032,10,,3.695
30,"Glorioso Islands",2009,,,,,,7073022.27052222,0.0288649716144257,10,,3.695
30,"Glorioso Islands",2010,,,,,,7274287.06256667,0.024394349016748,10,10,3.695
30,"Glorioso Islands",2011,,,,,,7487509.6235,0.0179999991250006,10,,3.695
31,"Seychelles",2006,0.156784339,0.00782891472333917,-0.148955424276661,0.00136395697371782,8500,6496040.44063333,0.0406666660300016,107670,84600,4.51
31,"Seychelles",2007,0.195572432,0.00956794092953902,-0.186004491070461,0.00167546257701994,10900,6681615.2396,0.0263333320600032,107670,85033,4.51
31,"Seychelles",2008,0.221742233,0.0104432784501732,-0.211298954549827,0.00187010140600274,12700,6873558.27124444,0.0119999980900047,107670,86956,4.51
31,"Seychelles",2009,0.233015183,0.00972907263979923,-0.223286110360201,0.00174905910317082,12400,7073022.27052222,-0.00233333587999368,107670,87298,4.51
31,"Seychelles",2010,0.199624231,0.00789941197089461,-0.191724819029105,0.00146034253185796,10800,7274287.06256667,-0.0166666698499921,107670,89770,4.51
31,"Seychelles",2011,0.200353687,0.00791321132614119,-0.192440475673859,0.00142494015356752,11000,7487509.6235,-0.0310000038199905,107670,87441,4.51
32,"R_union",2006,0.013123252,,,0.00116642861099322,7200,6496040.44063333,0.0497768370174584,825255,,3.695
32,"R_union",2007,0.012362107,,,0.00107886662219325,6900,6681615.2396,0.0428062144222808,825255,,3.695
32,"R_union",2008,0.012044901,,,0.00105433294470859,7000,6873558.27124444,0.0340855923021032,825255,,3.695
32,"R_union",2009,0.011303486,,,0.000975416635185878,6700,7073022.27052222,0.0288649716144257,825255,,3.695
32,"R_union",2010,0.010931536,,,0.000929991957604784,6600,7274287.06256667,0.024394349016748,825255,,3.695
32,"R_union",2011,0.011862832,0.00360625045174809,-0.00825658154825191,0.000992827912236163,7300,7487509.6235,0.0179999991250006,825255,839500,3.695
33,"Juan de Nova Island",2006,,,,,,6496040.44063333,0.0497768370174584,10,,3.695
33,"Juan de Nova Island",2007,,,,,,6681615.2396,0.0428062144222808,10,,3.695
33,"Juan de Nova Island",2008,,,,,,6873558.27124444,0.0340855923021032,10,,3.695
33,"Juan de Nova Island",2009,,,,,,7073022.27052222,0.0288649716144257,10,,3.695
33,"Juan de Nova Island",2010,,,,,,7274287.06256667,0.024394349016748,10,10,3.695
33,"Juan de Nova Island",2011,,,,,,7487509.6235,0.0179999991250006,10,,3.695
34,"Bassas da India",2006,,,,,,6496040.44063333,0.0497768370174584,0,,3.695
34,"Bassas da India",2007,,,,,,6681615.2396,0.0428062144222808,0,,3.695
34,"Bassas da India",2008,,,,,,6873558.27124444,0.0340855923021032,0,,3.695
34,"Bassas da India",2009,,,,,,7073022.27052222,0.0288649716144257,0,,3.695
34,"Bassas da India",2010,,,,,,7274287.06256667,0.024394349016748,0,0,3.695
34,"Bassas da India",2011,,,,,,7487509.6235,0.0179999991250006,0,,3.695
35,"Ile Europa",2006,,,,,,6496040.44063333,0.0497768370174584,0,,3.695
35,"Ile Europa",2007,,,,,,6681615.2396,0.0428062144222808,0,,3.695
35,"Ile Europa",2008,,,,,,6873558.27124444,0.0340855923021032,0,,3.695
35,"Ile Europa",2009,,,,,,7073022.27052222,0.0288649716144257,0,,3.695
35,"Ile Europa",2010,,,,,,7274287.06256667,0.024394349016748,0,0,3.695
35,"Ile Europa",2011,,,,,,7487509.6235,0.0179999991250006,0,,3.695
36,"Ile Tromelin",2006,,,,,,6496040.44063333,0.0497768370174584,0,,3.695
36,"Ile Tromelin",2007,,,,,,6681615.2396,0.0428062144222808,0,,3.695
36,"Ile Tromelin",2008,,,,,,6873558.27124444,0.0340855923021032,0,,3.695
36,"Ile Tromelin",2009,,,,,,7073022.27052222,0.0288649716144257,0,,3.695
36,"Ile Tromelin",2010,,,,,,7274287.06256667,0.024394349016748,0,0,3.695
36,"Ile Tromelin",2011,,,,,,7487509.6235,0.0179999991250006,0,,3.695
37,"Mauritius",2006,0.094092039,0.674950336922406,0.580858297922406,0.143432985859137,72500,556064.3924,0.09100000381,1377290,1252698,4.28
37,"Mauritius",2007,0.101348577,0.722559392453976,0.621210815453976,0.154494781932115,79300,560968.2449,0.085,1377290,1260403,4.28
37,"Mauritius",2008,0.091009966,0.644676075479123,0.553666109479123,0.138734705029607,73400,570115.6564,0.07199999809,1377290,1268565,4.28
37,"Mauritius",2009,0.078049788,0.550067473519514,0.472017685519514,0.118978334824342,63800,578459.6348,0.07300000191,1377290,1275032,4.28
37,"Mauritius",2010,0.081425134,0.571216106047693,0.489790972047693,0.124123680273227,68200,595289.2347,0.07699999809,1377290,1280924,4.28
37,"Mauritius",2011,0.081709121,0.57092317217247,0.48921405117247,0.124556586657337,69000,601482.1766,0.07900000095,1377290,1286051,4.28
38,"British Indian Ocean Territory",2006,,,,,,103737596.80345,0.0775582399819834,3000,,3.646
38,"British Indian Ocean Territory",2007,,,,,,104401232.888917,0.077965477224894,3000,,3.646
38,"British Indian Ocean Territory",2008,,,,,,104851690.57955,0.0799798935767751,3000,,3.646
38,"British Indian Ocean Territory",2009,,,,,,105657612.930983,0.0836587714528071,3000,,3.646
38,"British Indian Ocean Territory",2010,,,,,,106424364.29885,0.0843327480691086,3000,,3.646
38,"British Indian Ocean Territory",2011,,,,,,108626331.261367,0.051790913191806,3000,3000,3.646
39,"Maldives",2006,0.188902174,2.39535598453027,2.20645381053027,0.356958001198553,40400,132217.9677,0.1439999962,557350,302825,3.646
39,"Maldives",2007,0.196603917,2.44922911338039,2.25262519638039,0.371511558757552,42600,137270.5755,0.16466666223333,557350,308239,3.646
39,"Maldives",2008,0.185626213,2.2711807229248,2.0855545099248,0.350767599076485,40700,142427.8733,0.18533332826667,557350,313843,3.646
39,"Maldives",2009,0.153230087,1.84068972528007,1.68745963828007,0.289550429471405,33900,147453.4639,0.2059999943,557350,319660,3.646
39,"Maldives",2010,0.164624898,1.9409332243289,1.7763083263289,0.31108257301386,36700,152554.0171,0.226666660333331,557350,325694,3.646
39,"Maldives",2011,0.104998013,,,,28500,157485.7122,,557350,331964,3.646
40,"Sri Lanka",2006,0.020174058,0.0956552490400898,0.0754811910400898,0.0337358830269069,272600,8642157.133,0.065,14111700,19858000,3.99
40,"Sri Lanka",2007,0.019275237,0.0905679909542463,0.0712927539542463,0.0322328382151432,256700,8472263.738,0.06,14111700,20039000,3.99
40,"Sri Lanka",2008,0.017285765,0.0805050136926972,0.0632192486926972,0.0289059607326894,233900,8535608.264,0.05199999809,14111700,20217000,3.99
40,"Sri Lanka",2009,0.015744207,0.0724900701210417,0.0567458631210418,0.0263281049974175,212400,8573246.052,0.05900000095,14111700,20450000,3.99
40,"Sri Lanka",2010,0.017399734,0.0793250788186717,0.0619253448186717,0.0290965452429025,235700,8518000.076,0.04900000095,14111700,20653000,3.99
40,"Sri Lanka",2011,0.019070527,0.086042317468044,0.066971790468044,0.0318905131341824,262300,8621008.246,0.0459333330760012,14111700,20869000,3.99
41,"Mozambique",2006,0.009632966,,,,204700,10101288.63,,9310270,21587317,3.17
41,"Mozambique",2007,0.0102537,,,,224000,10339220.32,,9310270,22171404,3.17
41,"Mozambique",2008,0.011008275,,,,244300,10572447.9,,9310270,22762525,3.17
41,"Mozambique",2009,0.011089574,,,,250800,10826464.9,,9310270,23361025,3.17
41,"Mozambique",2010,0.009437883,,,,219300,11076983.44,,9310270,23967265,3.17
41,"Mozambique",2011,0.009349527,,,,240100,11349605.75,,9310270,24581367,3.17
42,"Madagascar",2006,0.008363473,0.0229939995995606,0.0146305265995606,0.0200083096981315,173200,8873272.168,0.0244406763198322,7001750,18826126,3.09
42,"Madagascar",2007,0.008267235,0.022090040585558,0.013822805585558,0.019778073708747,178100,9174573.275,0.01849152314712,7001750,19371023,3.09
42,"Madagascar",2008,0.00792393,0.0205822196726457,0.0126582896726457,0.0189567710356082,177600,9487682.152,0.0125423699744078,7001750,19926785,3.09
42,"Madagascar",2009,0.007465752,0.0188538356096426,0.0113880836096426,0.0178606510755748,174100,9812380.117,0.00659321680169569,7001750,20495695,3.09
42,"Madagascar",2010,0.008102977,0.0198963048553122,0.0117933278553122,0.0193851118764141,196600,10148339.91,0.000644063628983531,7001750,21079532,3.09
42,"Madagascar",2011,0.008456975,0.0182181740486039,0.00976119904860393,0.0182548256971909,193700,10495442.95,-0.0110000054000079,7001750,21678934,3.09
43,"Kenya",2006,0.008996328,,,,210800,13653568.41,,2800610,36757498,3.66
43,"Kenya",2007,0.009219246,,,,223900,14089675.89,,2800610,37752304,3.66
43,"Kenya",2008,0.00812629,,,,202500,14552110.6,,2800610,38773277,3.66
43,"Kenya",2009,0.007340039,,,,187700,15005892.86,,2800610,39824734,3.66
43,"Kenya",2010,0.008623955,,,,228100,15456039.04,,2800610,40909194,3.66
43,"Kenya",2011,0.00839921,,,,247300,15950923.69,,2800610,42027891,3.66
44,"Somalia",2006,,,,,,2693669.205,0.0497768370174584,5979590,8687671,3.695
44,"Somalia",2007,,,,,,2748024.465,0.0428062144222808,5979590,8910851,3.695
44,"Somalia",2008,,,,,,2803679.578,0.0340855923021032,5979590,9140259,3.695
44,"Somalia",2009,,,,,,2863311.152,0.0288649716144257,5979590,9380854,3.695
44,"Somalia",2010,,,,,,2923767.317,0.024394349016748,5979590,9636173,3.695
44,"Somalia",2011,,,,,,2995871.313,0.0179999991250006,5979590,9907903,3.695
45,"Eritrea",2006,,,,,,2270343.27,0.0497768370174584,1119130,5035036,3.695
45,"Eritrea",2007,,,,,,2355017.776,0.0428062144222808,1119130,5209846,3.695
45,"Eritrea",2008,,,,,,2438149.425,0.0340855923021032,1119130,5382163,3.695
45,"Eritrea",2009,,,,,,2515486.063,0.0288649716144257,1119130,5557889,3.695
45,"Eritrea",2010,,,,,,2595939.955,0.024394349016748,1119130,5741159,3.695
45,"Eritrea",2011,,,,,,2680246.703,0.0179999991250006,1119130,5932852,3.695
46,"Djibouti",2006,,,,,,256192.7341,,576535,787544,3.695
46,"Djibouti",2007,,,,,,265140.9882,,576535,798690,3.695
46,"Djibouti",2008,,,,,,273750.8657,,576535,810100,3.695
46,"Djibouti",2009,,,,,,282949.0365,,576535,821865,3.695
46,"Djibouti",2010,,,,,,292106.7564,,576535,834036,3.695
46,"Djibouti",2011,,,,,,301203.8978,,576535,846646,3.695
47,"Yemen",2006,0.007894062,0.016510454084495,0.00861639208449497,0.0201379129730976,92800,5466457.059,0.1569999981,5722940,20661714,2.96
47,"Yemen",2007,0.009303758,0.0189807319983766,0.00967697399837665,0.0237340765356592,114600,5707447.353,0.1539999962,5722940,21182162,2.96
47,"Yemen",2008,0.011042856,0.0219874585516139,0.0109446025516139,0.0281705500135887,142600,5955322.342,0.15,5722940,21703571,2.96
47,"Yemen",2009,0.010824129,0.021041934361807,0.010217805361807,0.027612574092374,146400,6208351.732,0.1460000038,5722940,22229625,2.96
47,"Yemen",2010,0.011721256,0.0222520146486318,0.0105307586486318,0.0299011632713376,165600,6465381.812,0.143399998353334,5722940,22763008,2.96
47,"Yemen",2011,0.009036171,0.016756177186529,0.00772000618652903,0.0230514554161406,133600,6739892.07,0.140085711716191,5722940,23304206,2.96
48,"Oman",2006,0.023919424,0.170264000371585,0.146344576371585,0.0363517087084802,31300,945048.8362,0.0889016580838736,2789430,2554905,4.29
48,"Oman",2007,0.025822317,0.182748178013179,0.156925861013179,0.039243642604596,36200,1006950.433,0.0839247165406281,2789430,2569739,4.29
48,"Oman",2008,0.02243846,0.157343860443141,0.134905400443141,0.0341010024270256,33500,1073990.335,0.085302929203886,2789430,2593523,4.29
48,"Oman",2009,0.024059399,0.164294847240139,0.140235448240139,0.0365644360279127,38400,1149327.567,0.0862476190189114,2789430,2663224,4.29
48,"Oman",2010,0.021063597,0.136675998079566,0.115612401079566,0.0320115456983536,35700,1216002.6,0.0828780923252323,2789430,2802768,4.29
48,"Oman",2011,0.019708906,0.118499482716966,0.0987905767169662,0.0299527447997416,35100,1273583.331,0.0798828534918156,2789430,3024774,4.29
