"region_id","category","year","value"
169,"actuals",2005,2016.04543
169,"actuals",2006,2145.738729
169,"actuals",2007,2307.591749
169,"actuals",2008,2291.775493
169,"actuals",2009,2260.67019
170,"actuals",2005,1185
170,"actuals",2006,1312
170,"actuals",2007,1344
170,"actuals",2008,1316
170,"actuals",2009,1199
171,"actuals",2006,7.222756903
171,"actuals",2007,11.75675029
171,"actuals",2008,18.97950719
171,"actuals",2009,23.30261716
172,"actuals",2005,114.4042517
172,"actuals",2006,134.4381759
172,"actuals",2007,160.7986026
172,"actuals",2008,169.2339391
172,"actuals",2009,163.4346452
