year,rgn_id,value
1993,6,0.693066494
1994,6,0.700076729
1995,6,0.700853818
1996,6,0.702576929
1997,6,0.706849933
1998,6,0.710251001
1999,6,0.710223842
2000,6,0.7153839
2001,6,0.712246655
2002,6,0.706908522
2003,6,0.710199257
2004,6,0.713812036
2005,6,0.71899866
2006,6,0.726747165
2007,6,0.73153269
2008,6,0.736822305
2009,6,0.738357938
2010,6,0.738892667
2011,6,0.739976718
1990,7,0.653193027
1991,7,0.65877924
1992,7,0.668624538
1993,7,0.671462781
1994,7,0.678476285
1995,7,0.684968536
1996,7,0.685449561
1997,7,0.683407229
1998,7,0.683761364
1999,7,0.682210494
2000,7,0.668177288
2001,7,0.66048302
2002,7,0.65707718
2003,7,0.662160668
2004,7,0.666567807
2005,7,0.671903262
2006,7,0.67848258
2007,7,0.687872518
2008,7,0.693978997
2009,7,0.691714379
2010,7,0.696893086
2011,7,0.704414023
1991,8,0.839284151
1992,8,0.83292733
1993,8,0.820829299
1994,8,0.82635837
1995,8,0.835157051
1996,8,0.843188863
1997,8,0.84476634
1998,8,0.845810256
1999,8,0.840542644
2000,8,0.841320568
2001,8,0.846496824
2002,8,0.849528243
2003,8,0.851933527
2004,8,0.85801517
2005,8,0.863442334
2006,8,0.864421163
2007,8,0.86703076
2008,8,0.863684576
2009,8,0.854092638
2010,8,0.85404511
2011,8,0.860880306
1986,9,0.650577024
1987,9,0.652113205
1988,9,0.655407439
1989,9,0.659746034
1990,9,0.66417917
1991,9,0.671191466
1992,9,0.674185156
1993,9,0.680810951
1994,9,0.680336534
1995,9,0.687142825
1996,9,0.685266505
1997,9,0.681310267
1998,9,0.685317303
1999,9,0.688154038
2000,9,0.694268908
2001,9,0.697976377
2002,9,0.700072404
2003,9,0.703633995
2004,9,0.703382402
2005,9,0.708445211
2006,9,0.711518489
2007,9,0.712692971
2008,9,0.712838846
2009,9,0.714884737
2010,9,0.718559428
2011,9,0.722361543
1980,10,0.612639127
1981,10,0.615182481
1982,10,0.623910352
1983,10,0.632600324
1984,10,0.632409921
1985,10,0.628479786
1986,10,0.640564671
1987,10,0.640238643
1988,10,0.648848591
1989,10,0.648192146
1990,10,0.652092448
1991,10,0.762032695
1992,10,0.757630018
1993,10,0.74962989
1994,10,0.754203044
1995,10,0.761879092
1996,10,0.768331991
1997,10,0.769533688
1998,10,0.771714699
1999,10,0.768034627
2000,10,0.770167532
2001,10,0.774335843
2002,10,0.77745335
2003,10,0.780200176
2004,10,0.784958836
2005,10,0.789712465
2006,10,0.790973206
2007,10,0.793426216
2008,10,0.790732093
2009,10,0.783530709
2010,10,0.784176639
2011,10,0.790051919
1980,11,0.612639127
1981,11,0.615182481
1982,11,0.623910352
1983,11,0.632600324
1984,11,0.632409921
1985,11,0.628479786
1986,11,0.640564671
1987,11,0.640238643
1988,11,0.648848591
1989,11,0.648192146
1990,11,0.652092448
1991,11,0.762032695
1992,11,0.757630018
1993,11,0.74962989
1994,11,0.754203044
1995,11,0.761879092
1996,11,0.768331991
1997,11,0.769533688
1998,11,0.771714699
1999,11,0.768034627
2000,11,0.770167532
2001,11,0.774335843
2002,11,0.77745335
2003,11,0.780200176
2004,11,0.784958836
2005,11,0.789712465
2006,11,0.790973206
2007,11,0.793426216
2008,11,0.790732093
2009,11,0.783530709
2010,11,0.784176639
2011,11,0.790051919
1980,12,0.612639127
1981,12,0.615182481
1982,12,0.623910352
1983,12,0.632600324
1984,12,0.632409921
1985,12,0.628479786
1986,12,0.640564671
1987,12,0.640238643
1988,12,0.648848591
1989,12,0.648192146
1990,12,0.652092448
1991,12,0.762032695
1992,12,0.757630018
1993,12,0.74962989
1994,12,0.754203044
1995,12,0.761879092
1996,12,0.768331991
1997,12,0.769533688
1998,12,0.771714699
1999,12,0.768034627
2000,12,0.770167532
2001,12,0.774335843
2002,12,0.77745335
2003,12,0.780200176
2004,12,0.784958836
2005,12,0.789712465
2006,12,0.790973206
2007,12,0.793426216
2008,12,0.790732093
2009,12,0.783530709
2010,12,0.784176639
2011,12,0.790051919
1980,13,0.612639127
1981,13,0.615182481
1982,13,0.623910352
1983,13,0.632600324
1984,13,0.632409921
1985,13,0.628479786
1986,13,0.640564671
1987,13,0.640238643
1988,13,0.648848591
1989,13,0.648192146
1990,13,0.652092448
1991,13,0.762032695
1992,13,0.757630018
1993,13,0.74962989
1994,13,0.754203044
1995,13,0.761879092
1996,13,0.768331991
1997,13,0.769533688
1998,13,0.771714699
1999,13,0.768034627
2000,13,0.770167532
2001,13,0.774335843
2002,13,0.77745335
2003,13,0.780200176
2004,13,0.784958836
2005,13,0.789712465
2006,13,0.790973206
2007,13,0.793426216
2008,13,0.790732093
2009,13,0.783530709
2010,13,0.784176639
2011,13,0.790051919
1980,14,0.739448749
1981,14,0.751547065
1982,14,0.770306697
1983,14,0.777787082
1984,14,0.785955423
1985,14,0.789886264
1986,14,0.796323591
1987,14,0.806047096
1988,14,0.81470091
1989,14,0.820502869
1990,14,0.827997418
1991,14,0.8342805
1992,14,0.840715065
1993,14,0.845194929
1994,14,0.849707335
1995,14,0.853568449
1996,14,0.856155833
1997,14,0.859471257
1998,14,0.856052695
1999,14,0.858289273
2000,14,0.865297593
2001,14,0.868227281
2002,14,0.872897635
2003,14,0.878147949
2004,14,0.888997324
2005,14,0.895648423
2006,14,0.903804067
2007,14,0.911980092
2008,14,0.914388425
2009,14,0.913218183
2010,14,0.924183302
2011,14,0.933065534
1980,15,0.63347454
1981,15,0.641897545
1982,15,0.647816742
1983,15,0.650460431
1984,15,0.644623167
1985,15,0.638215788
1986,15,0.640739726
1987,15,0.644630429
1988,15,0.651057012
1989,15,0.657323503
1990,15,0.661015803
1991,15,0.661302087
1992,15,0.661350468
1993,15,0.663065234
1994,15,0.666608509
1995,15,0.670663441
1996,15,0.675230808
1997,15,0.679404889
1998,15,0.678196499
1999,15,0.680245554
2000,15,0.68405359
2001,15,0.68668906
2002,15,0.689437038
2003,15,0.693760169
2004,15,0.700184189
2005,15,0.70551532
2006,15,0.711231768
2007,15,0.717873382
2008,15,0.721907396
2009,15,0.722218883
2010,15,0.728377196
2011,15,0.732099331
1980,16,0.802736761
1981,16,0.811757552
1982,16,0.818119606
1983,16,0.819701808
1984,16,0.827402787
1985,16,0.832800995
1986,16,0.836900059
1987,16,0.840119777
1988,16,0.845637172
1989,16,0.852019937
1990,16,0.858215228
1991,16,0.860798758
1992,16,0.862801319
1993,16,0.866902662
1994,16,0.871150564
1995,16,0.875072885
1996,16,0.879461608
1997,16,0.883180274
1998,16,0.88806363
1999,16,0.891927167
2000,16,0.895172827
2001,16,0.898789559
2002,16,0.903083617
2003,16,0.906234973
2004,16,0.910656475
2005,16,0.91395349
2006,16,0.918229267
2007,16,0.923401965
2008,16,0.925669676
2009,16,0.932329703
2010,16,0.930130488
2011,16,0.936690074
1980,17,0.600412642
1981,17,0.605651905
1982,17,0.608755667
1983,17,0.612563082
1984,17,0.613147327
1985,17,0.616959215
1986,17,0.620721582
1987,17,0.623501244
1988,17,0.626899462
1989,17,0.626760562
1990,17,0.625194947
1991,17,0.633977815
1992,17,0.645026153
1993,17,0.659425554
1994,17,0.664034371
1995,17,0.660825402
1996,17,0.666616244
1997,17,0.662467085
1998,17,0.657982451
1999,17,0.658559761
2000,17,0.655930904
2001,17,0.655540316
2002,17,0.654594218
2003,17,0.65611516
2004,17,0.658741137
2005,17,0.662564664
2006,17,0.665464651
2007,17,0.671978567
2008,17,0.67752235
2009,17,0.680956986
2010,17,0.686894318
2011,17,0.694370417
1980,18,0.651212408
1981,18,0.662336927
1982,18,0.659817071
1983,18,0.657440465
1984,18,0.665867832
1985,18,0.662956635
1986,18,0.670623784
1987,18,0.6667668
1988,18,0.670477296
1989,18,0.67983474
1990,18,0.687583033
1991,18,0.687289299
1992,18,0.693243458
1993,18,0.695762383
1994,18,0.700666529
1995,18,0.703727933
1996,18,0.708372983
1997,18,0.707153787
1998,18,0.708686752
1999,18,0.716700922
2000,18,0.716555054
2001,18,0.719937802
2002,18,0.723958723
2003,18,0.726560767
2004,18,0.733350506
2005,18,0.736461864
2006,18,0.740274266
2007,18,0.741261068
2008,18,0.743202296
2009,18,0.741951031
2010,18,0.742130326
2011,18,0.74499215
1981,19,0.634040596
1982,19,0.63900039
1983,19,0.643193615
1984,19,0.647501025
1985,19,0.654455299
1986,19,0.659336303
1987,19,0.663218979
1988,19,0.664495249
1989,19,0.669147712
1990,19,0.669267822
1991,19,0.673887158
1992,19,0.675351009
1993,19,0.680178583
1994,19,0.682975193
1995,19,0.688789656
1996,19,0.692605208
1997,19,0.694141674
1998,19,0.697215655
1999,19,0.700835031
2000,19,0.70653704
2001,19,0.712449082
2002,19,0.71668816
2003,19,0.720878266
2004,19,0.725149895
2005,19,0.730246404
2006,19,0.7325662
2007,19,0.733395593
2008,19,0.737145694
2009,19,0.736318751
2010,19,0.738320653
2011,19,0.742705918
1980,20,0.683830554
1981,20,0.696237652
1982,20,0.706725859
1983,20,0.718947043
1984,20,0.729249311
1985,20,0.737288576
1986,20,0.748373674
1987,20,0.760067997
1988,20,0.771844844
1989,20,0.780008536
1990,20,0.790143066
1991,20,0.80064337
1992,20,0.806741514
1993,20,0.813029722
1994,20,0.821381816
1995,20,0.829590447
1996,20,0.836484416
1997,20,0.841850106
1998,20,0.836683274
1999,20,0.846145175
2000,20,0.85789652
2001,20,0.862645228
2002,20,0.869650103
2003,20,0.871965835
2004,20,0.878046456
2005,20,0.88263866
2006,20,0.888113971
2007,20,0.894598167
2008,20,0.896555713
2009,20,0.8965262
2010,20,0.902679131
2011,20,0.906214278
1980,21,0.739448749
1981,21,0.751547065
1982,21,0.770306697
1983,21,0.777787082
1984,21,0.785955423
1985,21,0.789886264
1986,21,0.796323591
1987,21,0.806047096
1988,21,0.81470091
1989,21,0.820502869
1990,21,0.827997418
1991,21,0.8342805
1992,21,0.840715065
1993,21,0.845194929
1994,21,0.849707335
1995,21,0.853568449
1996,21,0.856155833
1997,21,0.859471257
1998,21,0.856052695
1999,21,0.858289273
2000,21,0.865297593
2001,21,0.868227281
2002,21,0.872897635
2003,21,0.878147949
2004,21,0.888997324
2005,21,0.895648423
2006,21,0.903804067
2007,21,0.911980092
2008,21,0.914388425
2009,21,0.913218183
2010,21,0.924183302
2011,21,0.933065534
1993,24,0.563305991
1994,24,0.569702286
1995,24,0.574397782
1996,24,0.577986328
1997,24,0.582080824
1998,24,0.585397304
1999,24,0.594517626
2000,24,0.601875743
2001,24,0.60886296
2002,24,0.614315351
2003,24,0.62177961
2004,24,0.631416499
2005,24,0.64385132
2006,24,0.65433774
2007,24,0.664161407
2008,24,0.67055213
2009,24,0.670122209
2010,24,0.675021836
2011,24,0.681416566
1980,25,0.613087736
1981,25,0.624259464
1982,25,0.632369117
1983,25,0.638932354
1984,25,0.645483766
1985,25,0.650516331
1986,25,0.655569551
1987,25,0.664475914
1988,25,0.676899848
1989,25,0.68887193
1990,25,0.700281855
1991,25,0.709511712
1992,25,0.717450586
1993,25,0.725709096
1994,25,0.734414101
1995,25,0.74346925
1996,25,0.749197792
1997,25,0.748715659
1998,25,0.739165623
1999,25,0.743239135
2000,25,0.748181248
2001,25,0.751020755
2002,25,0.755983716
2003,25,0.762935937
2004,25,0.769971157
2005,25,0.776166998
2006,25,0.782894396
2007,25,0.789479248
2008,25,0.793417239
2009,25,0.791991245
2010,25,0.799609068
2011,25,0.801298328
1980,26,0.794911374
1981,26,0.787979895
1982,26,0.794408668
1983,26,0.797912219
1984,26,0.801202995
1985,26,0.788104947
1986,26,0.787284045
1987,26,0.791556215
1988,26,0.796259583
1989,26,0.800016702
1990,26,0.804703045
1991,26,0.809426265
1992,26,0.813873037
1993,26,0.806723534
1994,26,0.811603732
1995,26,0.816653339
1996,26,0.820331066
1997,26,0.822292788
1998,26,0.818989504
1999,26,0.813102707
2000,26,0.818272713
2001,26,0.819260882
2002,26,0.822922924
2003,26,0.827663048
2004,26,0.832876102
2005,26,0.837607352
2006,26,0.843763295
2007,26,0.848303555
2008,26,0.848620665
2009,26,0.846819328
2010,26,0.853677385
2011,26,0.857457868
1980,28,0.563395625
1981,28,0.571729014
1982,28,0.579689726
1983,28,0.584716416
1984,28,0.589064954
1985,28,0.591304032
1986,28,0.592525881
1987,28,0.594193999
1988,28,0.597280684
1989,28,0.595477552
1990,28,0.600938988
1991,28,0.596861228
1992,28,0.603768773
1993,28,0.606166229
1994,28,0.601052299
1995,28,0.604045566
1996,28,0.602274656
1997,28,0.605229645
1998,28,0.605360104
1999,28,0.606084974
2000,28,0.606965479
2001,28,0.609569594
2002,28,0.612308672
2003,28,0.614032259
2004,28,0.61399227
2005,28,0.618229131
2006,28,0.619823918
2007,28,0.620485197
2008,28,0.62099029
2009,28,0.621090178
2010,28,0.62182979
2011,28,0.623438611
1980,29,0.642931706
1981,29,0.64835119
1982,29,0.652473777
1983,29,0.654555257
1984,29,0.659975142
1985,29,0.668229064
1986,29,0.672011135
1987,29,0.678404306
1988,29,0.674911308
1989,29,0.683158383
1990,29,0.688035241
1991,29,0.691013475
1992,29,0.687004829
1993,29,0.691212818
1994,29,0.692151356
1995,29,0.693546243
1996,29,0.697240922
1997,29,0.704563339
1998,29,0.709746798
1999,29,0.71137133
2000,29,0.716311157
2001,29,0.717901073
2002,29,0.718644552
2003,29,0.718901046
2004,29,0.721939599
2005,29,0.72892387
2006,29,0.735978005
2007,29,0.744373401
2008,29,0.745817846
2009,29,0.747130947
2010,29,0.752233306
2011,29,0.758681246
1980,30,0.642931706
1981,30,0.64835119
1982,30,0.652473777
1983,30,0.654555257
1984,30,0.659975142
1985,30,0.668229064
1986,30,0.672011135
1987,30,0.678404306
1988,30,0.674911308
1989,30,0.683158383
1990,30,0.688035241
1991,30,0.691013475
1992,30,0.687004829
1993,30,0.691212818
1994,30,0.692151356
1995,30,0.693546243
1996,30,0.697240922
1997,30,0.704563339
1998,30,0.709746798
1999,30,0.71137133
2000,30,0.716311157
2001,30,0.717901073
2002,30,0.718644552
2003,30,0.718901046
2004,30,0.721939599
2005,30,0.72892387
2006,30,0.735978005
2007,30,0.744373401
2008,30,0.745817846
2009,30,0.747130947
2010,30,0.752233306
2011,30,0.758681246
1980,31,0.751000458
1981,31,0.754266897
1982,31,0.756751184
1983,31,0.758831872
1984,31,0.765081587
1985,31,0.775718911
1986,31,0.777682785
1987,31,0.783790171
1988,31,0.790742229
1989,31,0.801923688
1990,31,0.810753817
1991,31,0.815144782
1992,31,0.821957279
1993,31,0.827858766
1994,31,0.827470797
1995,31,0.827320135
1996,31,0.831611558
1997,31,0.842207124
1998,31,0.848803959
1999,31,0.850030107
2000,31,0.854749565
2001,31,0.854623739
2002,31,0.854510684
2003,31,0.851546784
2004,31,0.852097818
2005,31,0.862129561
2006,31,0.871044293
2007,31,0.881570759
2008,31,0.879866683
2009,31,0.880153468
2010,31,0.884920888
2011,31,0.893376657
1980,32,0.642931706
1981,32,0.64835119
1982,32,0.652473777
1983,32,0.654555257
1984,32,0.659975142
1985,32,0.668229064
1986,32,0.672011135
1987,32,0.678404306
1988,32,0.674911308
1989,32,0.683158383
1990,32,0.688035241
1991,32,0.691013475
1992,32,0.687004829
1993,32,0.691212818
1994,32,0.692151356
1995,32,0.693546243
1996,32,0.697240922
1997,32,0.704563339
1998,32,0.709746798
1999,32,0.71137133
2000,32,0.716311157
2001,32,0.717901073
2002,32,0.718644552
2003,32,0.718901046
2004,32,0.721939599
2005,32,0.72892387
2006,32,0.735978005
2007,32,0.744373401
2008,32,0.745817846
2009,32,0.747130947
2010,32,0.752233306
2011,32,0.758681246
1980,33,0.642931706
1981,33,0.64835119
1982,33,0.652473777
1983,33,0.654555257
1984,33,0.659975142
1985,33,0.668229064
1986,33,0.672011135
1987,33,0.678404306
1988,33,0.674911308
1989,33,0.683158383
1990,33,0.688035241
1991,33,0.691013475
1992,33,0.687004829
1993,33,0.691212818
1994,33,0.692151356
1995,33,0.693546243
1996,33,0.697240922
1997,33,0.704563339
1998,33,0.709746798
1999,33,0.71137133
2000,33,0.716311157
2001,33,0.717901073
2002,33,0.718644552
2003,33,0.718901046
2004,33,0.721939599
2005,33,0.72892387
2006,33,0.735978005
2007,33,0.744373401
2008,33,0.745817846
2009,33,0.747130947
2010,33,0.752233306
2011,33,0.758681246
1980,34,
1981,34,
1982,34,
1983,34,
1984,34,
1985,34,
1986,34,
1987,34,
1988,34,
1989,34,
1990,34,
1991,34,
1992,34,
1993,34,
1994,34,
1995,34,
1996,34,
1997,34,
1998,34,
1999,34,
2000,34,
2001,34,
2002,34,
2003,34,
2004,34,
2005,34,
2006,34,
2007,34,
2008,34,
2009,34,
2010,34,
2011,34,
1980,35,
1981,35,
1982,35,
1983,35,
1984,35,
1985,35,
1986,35,
1987,35,
1988,35,
1989,35,
1990,35,
1991,35,
1992,35,
1993,35,
1994,35,
1995,35,
1996,35,
1997,35,
1998,35,
1999,35,
2000,35,
2001,35,
2002,35,
2003,35,
2004,35,
2005,35,
2006,35,
2007,35,
2008,35,
2009,35,
2010,35,
2011,35,
1980,36,
1981,36,
1982,36,
1983,36,
1984,36,
1985,36,
1986,36,
1987,36,
1988,36,
1989,36,
1990,36,
1991,36,
1992,36,
1993,36,
1994,36,
1995,36,
1996,36,
1997,36,
1998,36,
1999,36,
2000,36,
2001,36,
2002,36,
2003,36,
2004,36,
2005,36,
2006,36,
2007,36,
2008,36,
2009,36,
2010,36,
2011,36,
1980,37,0.658440119
1981,37,0.670154827
1982,37,0.679022835
1983,37,0.681883186
1984,37,0.688424711
1985,37,0.696394354
1986,37,0.705765563
1987,37,0.715104803
1988,37,0.723208076
1989,37,0.729619408
1990,37,0.738174385
1991,37,0.743980931
1992,37,0.750206009
1993,37,0.755430468
1994,37,0.759536343
1995,37,0.764495225
1996,37,0.769921664
1997,37,0.775365018
1998,37,0.780850818
1999,37,0.783279831
2000,37,0.791899554
2001,37,0.795147549
2002,37,0.797650898
2003,37,0.801731349
2004,37,0.808326635
2005,37,0.811583086
2006,37,0.817115582
2007,37,0.824111633
2008,37,0.83019111
2009,37,0.833141504
2010,37,0.840415834
2011,37,0.845170189
1980,38,0.615635233
1981,38,0.619904773
1982,38,0.629982764
1983,38,0.638697001
1984,38,0.63977187
1985,38,0.642492152
1986,38,0.638522981
1987,38,0.63914683
1988,38,0.638880344
1989,38,0.644114379
1990,38,0.6534537
1991,38,0.661682397
1992,38,0.666307268
1993,38,0.668030645
1994,38,0.670421409
1995,38,0.674598698
1996,38,0.679829368
1997,38,0.68321631
1998,38,0.685976676
1999,38,0.688720856
2000,38,0.693719991
2001,38,0.703959285
2002,38,0.709068822
2003,38,0.716664627
2004,38,0.724143604
2005,38,0.727780186
2006,38,0.737419883
2007,38,0.745727817
2008,38,0.751209109
2009,38,0.752140632
2010,38,0.758291584
2011,38,0.763955674
2001,39,0.7317799
2002,39,0.736859096
2003,39,0.74883818
2004,39,0.760131731
2005,39,0.753510854
2006,39,0.770496583
2007,39,0.780278188
2008,39,0.790740854
2009,39,0.786638444
2010,39,0.792161656
2011,39,0.798327884
1980,40,0.581460178
1981,40,0.593607102
1982,40,0.600328033
1983,40,0.606599727
1984,40,0.613156541
1985,40,0.618751863
1986,40,0.622875406
1987,40,0.625586783
1988,40,0.629537573
1989,40,0.633595179
1990,40,0.641333357
1991,40,0.646932266
1992,40,0.651744354
1993,40,0.658414011
1994,40,0.66376431
1995,40,0.669297868
1996,40,0.673156016
1997,40,0.679188368
1998,40,0.683435175
1999,40,0.68715343
2000,40,0.693947445
2001,40,0.69596457
2002,40,0.700221855
2003,40,0.705965921
2004,40,0.71187308
2005,40,0.719128542
2006,40,0.727464864
2007,40,0.734964005
2008,40,0.741192942
2009,40,0.744013344
2010,40,0.751094911
2011,40,0.759000882
1980,41,0.469799503
1981,41,0.479803545
1982,41,0.476698812
1983,41,0.463350859
1984,41,0.459304501
1985,41,0.461897242
1986,41,0.461455449
1987,41,0.47609586
1988,41,0.486166014
1989,41,0.494623497
1990,41,0.497631714
1991,41,0.502676365
1992,41,0.497073652
1993,41,0.502997121
1994,41,0.507266733
1995,41,0.508673724
1996,41,0.513869019
1997,41,0.521723052
1998,41,0.529697994
1999,41,0.535591134
2000,41,0.536098539
2001,41,0.545518405
2002,41,0.551889379
2003,41,0.556375218
2004,41,0.563729056
2005,41,0.571479289
2006,41,0.577272684
2007,41,0.583612749
2008,41,0.589026795
2009,41,0.592912361
2010,41,0.59784319
2011,41,0.603679222
1980,42,0.563683054
1981,42,0.560243666
1982,42,0.561544645
1983,42,0.563468223
1984,42,0.56588236
1985,42,0.567154407
1986,42,0.568342819
1987,42,0.569384914
1988,42,0.572756172
1989,42,0.576905918
1990,42,0.580255718
1991,42,0.574824646
1992,42,0.575032746
1993,42,0.576080119
1994,42,0.575079518
1995,42,0.575853472
1996,42,0.576498324
1997,42,0.578580263
1998,42,0.580412264
1999,42,0.582928505
2000,42,0.586163013
2001,42,0.590568945
2002,42,0.577412515
2003,42,0.584811395
2004,42,0.589148018
2005,42,0.593401939
2006,42,0.59796094
2007,42,0.60328445
2008,42,0.608771766
2009,42,0.60336304
2010,42,0.602525349
2011,42,0.603535856
1980,43,0.570757595
1981,43,0.578526045
1982,43,0.581676573
1983,43,0.582881705
1984,43,0.584336308
1985,43,0.587411908
1986,43,0.592231753
1987,43,0.596679583
1988,43,0.60187797
1989,43,0.606116726
1990,43,0.610024614
1991,43,0.611302043
1992,43,0.609574985
1993,43,0.609019146
1994,43,0.610409391
1995,43,0.613672283
1996,43,0.61635746
1997,43,0.616121451
1998,43,0.617918853
1999,43,0.618933666
2000,43,0.619045277
2001,43,0.621944226
2002,43,0.621479742
2003,43,0.62347573
2004,43,0.627910974
2005,43,0.633457737
2006,43,0.639289235
2007,43,0.645396173
2008,43,0.646305317
2009,43,0.647094603
2010,43,0.65082823
2011,43,0.654072462
1980,44,0.642931706
1981,44,0.64835119
1982,44,0.652473777
1983,44,0.654555257
1984,44,0.659975142
1985,44,0.668229064
1986,44,0.672011135
1987,44,0.678404306
1988,44,0.674911308
1989,44,0.683158383
1990,44,0.688035241
1991,44,0.691013475
1992,44,0.687004829
1993,44,0.691212818
1994,44,0.692151356
1995,44,0.693546243
1996,44,0.697240922
1997,44,0.704563339
1998,44,0.709746798
1999,44,0.71137133
2000,44,0.716311157
2001,44,0.717901073
2002,44,0.718644552
2003,44,0.718901046
2004,44,0.721939599
2005,44,0.72892387
2006,44,0.735978005
2007,44,0.744373401
2008,44,0.745817846
2009,44,0.747130947
2010,44,0.752233306
2011,44,0.758681246
1992,45,0.509855983
1993,45,0.522497287
1994,45,0.540597517
1995,45,0.544004809
1996,45,0.551646161
1997,45,0.557835005
1998,45,0.557978928
1999,45,0.556279597
2000,45,0.552087167
2001,45,0.557881072
2002,45,0.558125019
2003,45,0.553760794
2004,45,0.553751537
2005,45,0.555372018
2006,45,0.554090667
2007,45,0.554847249
2008,45,0.544871791
2009,45,0.546158327
2010,45,0.546382224
2011,45,0.552654725
1990,46,0.663376006
1991,46,0.65915595
1992,46,0.658596357
1993,46,0.652747886
1994,46,0.652212544
1995,46,0.649616655
1996,46,0.64590466
1997,46,0.645377227
1998,46,0.645167495
1999,46,0.646881062
2000,46,0.647751033
2001,46,0.650194762
2002,46,0.652610315
2003,46,0.655963205
2004,46,0.660466115
2005,46,0.664848125
2006,46,0.670529595
2007,46,0.676180323
2008,46,0.681813616
2009,46,0.685604905
2010,46,0.688505693
2011,46,0.692907842
1990,47,0.632572813
1991,47,0.636552683
1992,47,0.640779157
1993,47,0.641629149
1994,47,0.644931322
1995,47,0.648085563
1996,47,0.650390783
1997,47,0.65372348
1998,47,0.657513664
1999,47,0.659585088
2000,47,0.664262676
2001,47,0.667005818
2002,47,0.669310714
2003,47,0.671900325
2004,47,0.675348431
2005,47,0.680672374
2006,47,0.68395835
2007,47,0.687171397
2008,47,0.690106659
2009,47,0.692105808
2010,47,0.697714078
2011,47,0.687764542
1980,48,0.745601241
1981,48,0.76242448
1982,48,0.772396046
1983,48,0.784666508
1984,48,0.797086481
1985,48,0.80719404
1986,48,0.80721924
1987,48,0.803365669
1988,48,0.808332236
1989,48,0.818179965
1990,48,0.818014121
1991,48,0.822572415
1992,48,0.827831213
1993,48,0.83146269
1994,48,0.833812649
1995,48,0.83825315
1996,48,0.841567021
1997,48,0.848330014
1998,48,0.852117673
1999,48,0.853241565
2000,48,0.858935648
2001,48,0.865408303
2002,48,0.866371423
2003,48,0.865445579
2004,48,0.86811084
2005,48,0.872370132
2006,48,0.878743623
2007,48,0.886535096
2008,48,0.898243464
2009,48,0.897642696
