"species_code","species"
769,"Carpet shells nei"
770,"Common cuttlefish"
771,"Common sole"
772,"European eel"
761,"European flat oyster"
762,"European seabass"
763,"Flathead grey mullet"
764,"Gilthead seabream"
773,"Groupers nei"
774,"Marine crustaceans nei"
775,"Marine fishes nei"
765,"Mediterranean mussel"
776,"Octopuses nei"
766,"Pacific cupped oyster"
777,"Sargo breams nei"
767,"Thinlip grey mullet"
778,"Atlantic bluefin tuna"
779,"Atlantic salmon"
780,"Common two-banded seabream"
781,"European seabass"
782,"Gilthead seabream"
783,"Marine fishes nei"
784,"Mediterranean mussel"
785,"Natantian decapods nei"
786,"Rainbow trout"
457,"Marine crabs nei"
458,"Stromboid conchs nei"
1178,"Milkfish"
787,"Baltic prawn"
788,"European flounder"
793,"Flatfishes nei"
789,"Gobies nei"
794,"Mediterranean mussel"
790,"Mullets nei"
795,"Mullets nei"
791,"So-iuy mullet"
792,"Sturgeons nei"
518,"European seabass"
519,"Gilthead seabream"
520,"Goldlined seabream"
521,"Greasy grouper"
522,"Green tiger prawn"
523,"Indian white prawn"
524,"Mullets nei"
525,"Sobaity seabream"
526,"White-spotted spinefoot"
279,"Atlantic cod"
280,"Atlantic halibut"
281,"Atlantic salmon"
282,"Blue mussel"
283,"Common edible cockle"
284,"Cupped oysters nei"
285,"European flat oyster"
286,"European seabass"
287,"Great Atlantic scallop"
288,"Grooved carpet shell"
289,"Haddock"
290,"Japanese carpet shell"
291,"Mediterranean mussel"
292,"Northern quahog(=Hard clam)"
293,"Pacific cupped oyster"
294,"Queen scallop"
278,"Rainbow trout"
295,"Rainbow trout"
296,"Sea trout"
297,"Turbot"
471,"Whiteleg shrimp"
47,"Abalones nei"
460,"American cupped oyster"
385,"Atlantic salmon"
459,"Black seabass"
46,"Blue crab"
386,"Blue mussel"
871,"Butter clam"
872,"Chinook(=Spring=King) salmon"
873,"Clams, etc. nei"
874,"Cockles nei"
875,"Coho(=Silver) salmon"
876,"Cupped oysters nei"
877,"European flat oyster"
878,"Flat oysters nei"
879,"Japanese carpet shell"
856,"Longfin yellowtail"
880,"Marine molluscs nei"
387,"Northern quahog(=Hard clam)"
461,"Northern white shrimp"
881,"Olympia oyster"
882,"Pacific cupped oyster"
883,"Pacific geoduck"
884,"Pacific horse clam"
885,"Pacific littleneck clam"
886,"Rainbow trout"
462,"Red drum"
388,"Sand gaper"
887,"Scallops nei"
48,"Whiteleg shrimp"
419,"Penaeus shrimps nei"
815,"Blue shrimp"
816,"Whiteleg shrimp"
463,"Blue shrimp"
464,"South American rock mussel"
59,"Whiteleg shrimp"
150,"Banana prawn"
1180,"Cobia"
151,"Giant tiger prawn"
152,"Indian white prawn"
153,"Indo-Pacific swamp crab"
154,"Marine fishes nei"
1181,"Marine fishes nei"
1182,"Marine molluscs nei"
155,"Metapenaeus shrimps nei"
1179,"Sand fish"
1183,"Tropical spiny lobsters nei"
156,"Whiteleg shrimp"
425,"Cobia"
272,"Blue mussel"
273,"Great Atlantic scallop"
274,"Grooved carpet shell"
275,"Pacific cupped oyster"
276,"Tuberculate abalone"
277,"Turbot"
441,"Red drum"
439,"Cobia"
440,"Marine fishes nei"
743,"European eel"
744,"European seabass"
745,"Gilthead seabream"
746,"Mediterranean mussel"
