"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"272","Adams Lake","First Nations","50.819030762","-119.734008789","496","1979","23.2083333333333","122.628076486042"
"273","Yunesit'in Government","First Nations","51.931030273","-123.145080566","378","1979","23.2083333333333","225.848652781524"
"274","Shxwhá:y Village","First Nations","49.171111111","-121.998888889","343","1979","23.2083333333333","156.081572968133"
"275","Pauquachin","First Nations","48.622802734","-123.457885742","344","1979","23.2083333333333","123.715749819824"
"276","Osoyoos","First Nations","49.18515918","-119.532774034","407","1979","23.2083333333333","128.452598747521"
"277","Cree Nation of Wemindji","First Nations","53.000164385","-78.811970518","102","1979","23.95","127.887768584091"
"278","Lytton","First Nations","50.25604248","-121.591064453","168","1979","23.2083333333333","123.109134745418"
"279","Nuchatlaht","First Nations","49.989624023","-126.941711426","107","1979","23.2083333333333","131.409300390483"
"280","Boothroyd","First Nations","49.961791992","-121.483398438","269","1979","23.2083333333333","128.148038107361"
"281","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","1979","23.2083333333333","233.972926584298"
"282","Lennox Island","First Nations","46.600664","-63.855921","542","1979","25.8166666666667","130.745491780966"
"283","Matsqui","First Nations","49.106944444","-122.348055556","242","1979","23.2083333333333","180.944543555003"
"284","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","1979","23.2083333333333","183.929685817241"
"285","Cheam","First Nations","49.18974","-121.784241","403","1979","23.2083333333333","126.910720538886"
"286","Wawakapewin","First Nations","53.445083861","-89.141571647","474","1979","22.625","172.799223797972"
"287","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","1979","24.375","118.85500520136"
"288","Martin Falls","First Nations","51.656944444","-85.918055556","481","1979","22.625","134.226187886029"
"289","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","1979","27.225","123.197724047386"
"290","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","1979","23.2083333333333","154.413845623737"
"291","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","1979","24.375","129.058094239405"
"292","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","1979","23.2083333333333","195.790007948405"
"293","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","1979","23.95","125.682818373843"
"294","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","1979","23.8583333333333","133.054521378361"
"295","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","1979","23.2083333333333","283.050137281693"
"296","Kwakiutl","First Nations","50.693888889","-127.411944444","500","1979","23.2083333333333","131.499055719872"
"297","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","1979","23.8583333333333","140.967841213303"
"298","Lower Nicola","First Nations","50.138427734","-120.858764648","40","1979","23.2083333333333","137.86306968097"
"299","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","1979","23.2083333333333","273.296417422959"
"300","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","1979","23.2083333333333","133.659609053388"
"301","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","1979","23.2083333333333","148.622038496608"
"302","Tsartlip","First Nations","48.585021973","-123.457275391","550","1979","23.2083333333333","235.801721438465"
"303","Saint Mary's","First Nations","45.97195093","-66.632675405","136","1979","24.375","126.762871629529"
"304","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","1979","23.2083333333333","121.408105331901"
"305","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","1979","23.2083333333333","219.220163004713"
"306","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","1979","23.2083333333333","199.520903121635"
"307","Inuvik Native","First Nations","68.410217285","-133.814697266","427","1979","19.075","212.65445976994"
"308","Skwah","First Nations","49.176111111","-121.978888889","401","1979","23.2083333333333","208.803269274394"
"309","Albany","First Nations","52.207757","-81.684454","388","1979","23.95","205.753256257643"
"310","Wapekeka","First Nations","53.721191406","-89.538879395","368","1979","22.625","202.933971280039"
"311","Coldwater","First Nations","50.03302002","-120.859680176","520","1979","23.2083333333333","203.712955985855"
"312","Xaxli'p","First Nations","50.736111111","-121.863888889","6","1979","23.2083333333333","198.640515736756"
"313","Toquaht","First Nations","48.993591309","-125.383789063","90","1979","23.2083333333333","200.166867403396"
"314","Campbell River","First Nations","50.03268","-125.257981","506","1979","23.2083333333333","198.075429095468"
"315","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","1979","23.2083333333333","218.953974337631"
"316","Seton Lake","First Nations","50.732566391","-122.22924754","456","1979","23.2083333333333","202.68970678337"
"317","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","1979","22.625","204.882121330472"
"318","Esquimalt","First Nations","48.445007324","-123.429992676","275","1979","23.2083333333333","197.055367908666"
"319","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","1979","23.2083333333333","200.824837964099"
"320","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","1979","23.8583333333333","205.707194757341"
"321","Kispiox","First Nations","55.348888889","-127.696111111","109","1979","23.2083333333333","197.61532534259"
"322","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","1979","23.2083333333333","203.15811132423"
"323","Millbrook","First Nations","45.331388889","-63.298333333","127","1979","24.5166666666667","201.315648926717"
"324","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","1979","23.2083333333333","212.130020627307"
"325","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","1979","23.2083333333333","198.355155764021"
"326","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","1979","22.625","199.459798294521"
"327","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","1979","23.2083333333333","196.172681554212"
"328","Skowkale","First Nations","49.136944444","-121.941111111","225","1979","23.2083333333333","200.402436069233"
"329","Upper Nicola","First Nations","50.143432617","-120.282897949","548","1979","23.2083333333333","201.853825549057"
"330","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","1979","23.2083333333333","204.852959235977"
"331","Sechelt","First Nations","49.477399319","-123.745054627","75","1979","23.2083333333333","198.384384301823"
"332","High Bar","First Nations","51.113037109","-122.018066406","35","1979","23.2083333333333","202.953793645662"
"333","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","1979","23.2083333333333","205.657239669954"
"334","Attawapiskat","First Nations","52.92352","-82.423773","316","1979","23.95","195.053846357073"
"335","Tla-o-qui-aht First Nations","First Nations","49.178039551","-125.911071777","13","1979","23.2083333333333","196.142325489542"
"336","Potlotek First Nation","First Nations","45.683837891","-60.76739502","473","1979","25.8166666666667","206.237975277625"
"337","Mohawks of Kanesatake","First Nations","45.483481924","-74.130431116","217","1979","23.8583333333333","206.419362018803"
"338","Homalco","First Nations","49.951938","-125.243754","390","1979","23.2083333333333","128.034123374122"
"339","Tahltan","First Nations","57.909423828","-131.163574219","147","1979","23.2083333333333","133.57274980377"
"340","Kwikwetlem First Nation","First Nations","49.23040509","-122.805099874","517","1979","23.2083333333333","238.455936936782"
"341","Kwikwasut'inuxw Haxwa'mis","First Nations","50.588662375","-126.929522977","284","1979","23.2083333333333","119.937459541085"
"342","Skatin Nations","First Nations","49.941944444","-122.408888889","359","1979","23.2083333333333","184.977272891484"
"343","Glen Vowell","First Nations","55.308055556","-127.683055556","354","1979","23.2083333333333","149.028097725553"
"344","Mowachaht/Muchalaht","First Nations","49.684204102","-126.120605469","434","1979","23.2083333333333","224.571933226359"
"345","Montagnais de Natashquan","First Nations","50.132385254","-61.801574707","16","1979","25.8166666666667","157.572279828269"
"346","Spuzzum","First Nations","49.661193848","-121.413879395","256","1979","23.2083333333333","201.011482474597"
"347","Mamalilikulla-Qwe'Qwa'Sot'Em","First Nations","50.594238281","-126.682312012","356","1979","23.2083333333333","178.707699361306"
"348","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","1979","19.075","130.890699548728"
"349","Esk'etemc","First Nations","51.788635254","-122.229675293","546","1979","23.2083333333333","151.309693738399"
"350","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","1979","23.2083333333333","120.209016386833"
"351","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","1979","23.2083333333333","123.801735032325"
"352","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","1979","19.075","188.571788845564"
"353","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","1979","23.2083333333333","213.850460640477"
"354","Burns Lake","First Nations","54.238155509","-125.768232123","68","1979","23.2083333333333","130.308954248716"
"355","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","1979","22.625","138.770921576199"
"356","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","1979","23.2083333333333","124.819063449643"
"357","New Westminster","First Nations","49.212777778","-122.917222222","46","1979","23.2083333333333","212.597259921746"
"358","Nain","Inuit","56.550322","-61.687865","1188","1980","30.6416666666667","226.22213049678"
"359","Hopedale","Inuit","55.457954","-60.211485","556","1980","32.4","206.522870613703"
"360","Rigolet","Inuit","54.179159","-58.429221","306","1980","32.4","219.656427262008"
"361","Postville","Inuit","54.908564","-59.770497","206","1980","32.4","215.805236766462"
"362","Makkovik","Inuit","55.09036","-59.176172","561","1980","32.4","212.755223749711"
"363","Inukjuak","Inuit","58.455121","-78.105103","1597","1980","28.8333333333333","209.935938772107"
"364","Ivujivik","Inuit","62.416667","-77.916667","370","1980","27.2166666666667","210.714923477923"
"365","Aklavik","Inuit","68.220102","-134.998551","633","1980","23.0166666666667","205.642483228824"
"366","Paulatuk","Inuit","69.348467","-124.07021","313","1980","23.0166666666667","207.168834895464"
"367","Sachs Harbour","Inuit","71.985123","-125.246483","112","1980","23.0166666666667","205.077396587536"
"368","Iqaluit","Inuit","63.746693","-68.516967","6699","1980","30.6416666666667","225.955941829699"
"369","Arctic Bay","Inuit","73.037575","-85.148031","823","1980","23.0166666666667","209.691674275438"
"370","Baker Lake","Inuit","64.317604","-96.022001","1872","1980","23.0166666666667","211.88408882254"
"371","Cambridge Bay","Inuit","69.108056","-105.138333","1608","1980","23.0166666666667","204.057335400734"
"372","Cape Dorset","Inuit","64.233304","-76.540568","1363","1980","27.2166666666667","207.826805456167"
"373","Chesterfield Inlet","Inuit","63.346514","-90.736827","313","1980","27.2166666666667","212.709162249409"
"374","Clyde River","Inuit","70.483874","-68.519828","934","1980","32.4","204.617292834658"
"375","Coral Harbour","Inuit","64.133739","-83.166893","834","1980","27.2166666666667","210.160078816298"
"376","Grise Fiord","Inuit","76.395732","-82.79391","130","1980","23.0166666666667","208.317616418785"
"377","Hall Beach","Inuit","68.772735","-81.235208","546","1980","27.2166666666667","219.131988119375"
"378","Igloolik","Inuit","69.366849","-81.824419","1454","1980","27.2166666666667","205.357123256089"
"379","Kimmirut","Inuit","62.847419","-69.869203","455","1980","30.6416666666667","206.461765786589"
"380","Kugluktuk","Inuit","67.815001","-115.136162","1450","1980","23.0166666666667","203.17464904628"
"381","Pangnirtung","Inuit","66.139533","-65.717481","1425","1980","32.4","207.404403561301"
"382","Pond Inlet","Inuit","72.700114","-77.958181","1549","1980","23.0166666666667","208.855793041125"
"383","Qikiqtarjuaq","Inuit","67.545148","-64.021831","520","1980","32.4","211.854926728045"
"384","Rankin Inlet","Inuit","62.808913","-92.087741","2266","1980","27.2166666666667","205.386351793891"
"385","Repulse Bay","Inuit","66.546565","-86.188196","945","1980","27.2166666666667","209.95576113773"
"386","Sanikiluaq","Inuit","56.540775","-79.222418","812","1980","28.8333333333333","212.659207162022"
"387","Whale Cove","Inuit","62.242523","-92.601676","407","1980","27.2166666666667","202.055813849141"
"388","Bathurst Inlet","Inuit","66.838889","-108.048611","0","1980","23.0166666666667","203.14429298161"
"389","Umingmaktuuq","Inuit","67.689851","-107.954525","5","1980","23.0166666666667","213.239942769693"
"390","Kangiqsujuaq","Inuit","61.59626","-71.953886","696","1980","28.9833333333333","213.421329510871"
"391","Kangirsuk","Inuit","60.023415","-70.026235","549","1980","30.6416666666667","135.03609086619"
"392","Kuujjuaq","Inuit","58.102996","-68.418839","2375","1980","30.6416666666667","140.574717295838"
"393","Kuujjuaraapik","Inuit","55.27457","-77.763784","657","1980","28.8333333333333","245.45790442885"
